Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
15/03/2003,Leeds,Middlesbrough,2,3,A,14,7,8,3,2.2,3.25,2.8,0203
15/03/2003,Sunderland,Bolton,0,2,A,12,13,7,8,2.3,3.2,2.7,0203
16/03/2003,Man City,Birmingham,1,0,H,14,7,9,4,1.8,3.25,4.0,0203
16/03/2003,Tottenham,Liverpool,2,3,A,12,9,5,6,2.5,3.2,2.5,0203
16/03/2003,West Brom,Chelsea,0,2,A,5,11,1,8,4.33,3.25,1.72,0203
22/03/2003,Birmingham,West Brom,1,0,H,13,9,6,3,1.833,3.25,3.75,0203
22/03/2003,Chelsea,Man City,5,0,H,16,8,10,4,1.571,3.6,5.0,0203
22/03/2003,Man United,Fulham,3,0,H,18,11,11,6,1.286,4.5,9.0,0203
22/03/2003,Middlesbrough,Charlton,1,1,D,15,6,6,4,1.909,3.25,3.5,0203
22/03/2003,Newcastle,Blackburn,5,1,H,14,11,8,8,1.615,3.4,5.0,0203
22/03/2003,Southampton,Aston Villa,2,2,D,11,13,7,9,1.8,3.25,4.0,0203
22/03/2003,West Ham,Sunderland,2,0,H,10,4,4,2,1.667,3.4,4.5,0203
23/03/2003,Arsenal,Everton,2,1,H,14,6,10,3,1.444,3.75,6.5,0203
23/03/2003,Liverpool,Leeds,3,1,H,19,11,11,6,1.571,3.4,5.5,0203
24/03/2003,Bolton,Tottenham,1,0,H,15,7,8,2,2.3,3.2,2.7,0203
05/04/2003,Aston Villa,Arsenal,1,1,D,6,12,2,5,4.5,3.4,1.667,0203
05/04/2003,Bolton,Man City,2,0,H,5,5,3,2,2.2,3.25,2.8,0203
05/04/2003,Charlton,Leeds,1,6,A,6,14,4,10,1.909,3.25,3.5,0203
05/04/2003,Man United,Liverpool,4,0,H,12,5,9,1,1.727,3.25,4.333,0203
05/04/2003,Middlesbrough,West Brom,3,0,H,22,12,12,6,1.533,3.5,5.5,0203
05/04/2003,Southampton,West Ham,1,1,D,11,14,5,8,2.0,3.25,3.25,0203
05/04/2003,Sunderland,Chelsea,1,2,A,9,13,4,10,5.0,3.4,1.615,0203
05/04/2003,Tottenham,Birmingham,2,1,H,12,10,6,4,1.727,3.25,4.333,0203
06/04/2003,Everton,Newcastle,2,1,H,9,15,7,8,2.5,3.2,2.5,0203
07/04/2003,Fulham,Blackburn,0,4,A,9,7,4,3,2.25,3.25,2.75,0203
12/04/2003,Birmingham,Sunderland,2,0,H,7,2,3,0,1.667,3.4,4.5,0203
12/04/2003,Blackburn,Charlton,1,0,H,11,7,6,5,1.727,3.25,4.333,0203
12/04/2003,Chelsea,Bolton,1,0,H,17,7,8,2,1.5,3.5,6.0,0203
12/04/2003,Leeds,Tottenham,2,2,D,11,6,4,2,1.909,3.25,3.5,0203
12/04/2003,Liverpool,Fulham,2,0,H,17,11,11,7,1.444,3.5,7.5,0203
12/04/2003,Man City,Middlesbrough,0,0,D,9,6,6,1,2.2,3.25,2.8,0203
12/04/2003,Newcastle,Man United,2,6,A,15,15,9,11,2.625,3.2,2.375,0203
12/04/2003,West Brom,Everton,1,2,A,12,8,6,3,3.5,3.25,1.909,0203
12/04/2003,West Ham,Aston Villa,2,2,D,15,6,7,3,2.0,3.25,3.25,0203
16/04/2003,Arsenal,Man United,2,2,D,10,6,7,3,2.25,3.25,2.75,0203
18/04/2003,Tottenham,Man City,0,2,A,9,11,6,6,1.8,3.25,4.0,0203
19/04/2003,Aston Villa,Chelsea,2,1,H,19,16,10,10,2.8,3.25,2.2,0203
19/04/2003,Bolton,West Ham,1,0,H,19,9,9,3,2.2,3.25,2.8,0203
19/04/2003,Charlton,Birmingham,0,2,A,7,13,5,7,2.1,3.25,3.0,0203
19/04/2003,Everton,Liverpool,1,2,A,9,8,4,2,2.5,3.2,2.5,0203
19/04/2003,Fulham,Newcastle,2,1,H,13,8,6,6,3.0,3.25,2.1,0203
19/04/2003,Man United,Blackburn,3,1,H,18,6,12,1,1.3,4.5,8.0,0203
19/04/2003,Middlesbrough,Arsenal,0,2,A,7,6,3,2,3.75,3.25,1.833,0203
19/04/2003,Southampton,Leeds,3,2,H,16,5,7,3,2.2,3.25,2.8,0203
19/04/2003,Sunderland,West Brom,1,2,A,20,9,13,7,2.1,3.25,3.0,0203
21/04/2003,Birmingham,Southampton,3,2,H,15,12,9,7,2.1,3.25,3.0,0203
21/04/2003,Blackburn,Bolton,0,0,D,11,6,5,3,1.8,3.4,3.6,0203
21/04/2003,Chelsea,Everton,4,1,H,13,3,9,1,1.727,3.2,4.333,0203
21/04/2003,Liverpool,Charlton,2,1,H,20,5,10,5,1.4,3.75,7.0,0203
21/04/2003,Man City,Sunderland,3,0,H,15,4,8,3,1.571,3.6,5.0,0203
21/04/2003,Newcastle,Aston Villa,1,1,D,16,10,4,7,1.5,3.4,6.0,0203
21/04/2003,West Brom,Tottenham,2,3,A,8,8,8,5,3.0,3.25,2.1,0203
21/04/2003,West Ham,Middlesbrough,1,0,H,13,6,9,2,1.833,3.5,3.5,0203
22/04/2003,Leeds,Fulham,2,0,H,19,7,7,2,1.667,3.4,4.5,0203
26/04/2003,Birmingham,Middlesbrough,3,0,H,7,6,6,4,2.1,3.25,3.0,0203
26/04/2003,Bolton,Arsenal,2,2,D,17,8,11,7,5.0,3.6,1.571,0203
26/04/2003,Charlton,Southampton,2,1,H,14,14,10,6,2.2,3.25,2.8,0203
26/04/2003,Chelsea,Fulham,1,1,D,11,7,5,5,1.4,4.0,6.5,0203
26/04/2003,Everton,Aston Villa,2,1,H,11,15,8,10,1.8,3.25,4.0,0203
26/04/2003,Leeds,Blackburn,2,3,A,15,10,9,5,2.0,3.4,3.0,0203
26/04/2003,Sunderland,Newcastle,0,1,A,12,18,8,9,4.5,3.4,1.667,0203
26/04/2003,West Brom,Liverpool,0,6,A,9,18,5,14,5.0,3.6,1.571,0203
27/04/2003,Man City,West Ham,0,1,A,16,11,5,7,2.2,3.4,2.75,0203
27/04/2003,Tottenham,Man United,0,2,A,6,20,3,15,5.0,3.4,1.615,0203
03/05/2003,Aston Villa,Sunderland,1,0,H,11,11,4,7,1.4,3.75,7.5,0203
03/05/2003,Blackburn,West Brom,1,1,D,13,13,7,7,1.286,4.5,9.0,0203
03/05/2003,Fulham,Everton,2,0,H,13,16,6,8,2.4,3.2,2.6,0203
03/05/2003,Liverpool,Man City,1,2,A,8,6,6,3,1.333,4.333,7.5,0203
03/05/2003,Man United,Charlton,4,1,H,21,4,14,2,1.143,6.5,12.0,0203
03/05/2003,Middlesbrough,Tottenham,5,1,H,26,6,16,4,2.1,3.25,3.0,0203
03/05/2003,Newcastle,Birmingham,1,0,H,18,4,9,2,1.4,3.75,7.5,0203
03/05/2003,Southampton,Bolton,0,0,D,10,10,4,2,2.375,3.6,2.375,0203
03/05/2003,West Ham,Chelsea,1,0,H,11,8,7,3,2.5,3.4,2.375,0203
04/05/2003,Arsenal,Leeds,2,3,A,33,11,17,6,1.3,4.5,8.0,0203
07/05/2003,Arsenal,Southampton,6,1,H,16,13,13,5,1.444,3.75,6.5,0203
11/05/2003,Birmingham,West Ham,2,2,D,10,16,7,10,3.25,3.5,1.909,0203
11/05/2003,Bolton,Middlesbrough,2,1,H,13,6,6,3,1.571,3.6,5.0,0203
11/05/2003,Charlton,Fulham,0,1,A,10,17,4,7,2.1,3.25,3.0,0203
11/05/2003,Chelsea,Liverpool,2,1,H,13,5,6,3,2.375,3.0,2.75,0203
11/05/2003,Everton,Man United,1,2,A,8,17,4,12,2.5,3.4,2.375,0203
11/05/2003,Leeds,Aston Villa,3,1,H,11,18,5,6,1.833,3.25,3.75,0203
11/05/2003,Man City,Southampton,0,1,A,17,6,7,3,1.615,3.4,5.0,0203
11/05/2003,Sunderland,Arsenal,0,4,A,7,20,3,13,5.0,3.4,1.615,0203
11/05/2003,Tottenham,Blackburn,0,4,A,11,13,7,9,2.5,3.5,2.3,0203
11/05/2003,West Brom,Newcastle,2,2,D,8,14,3,9,4.0,3.5,1.727,0203
