Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
21/11/09,Sunderland,Arsenal,1,0,H,5,9,1,3,6.0,3.75,1.62,0910
22/11/09,Bolton,Blackburn,0,2,A,15,15,8,11,2.25,3.2,3.4,0910
22/11/09,Stoke,Portsmouth,1,0,H,9,14,3,7,2.1,3.4,3.5,0910
22/11/09,Tottenham,Wigan,9,1,H,28,11,16,5,1.44,4.33,8.0,0910
25/11/09,Fulham,Blackburn,3,0,H,8,7,4,3,2.1,3.3,3.6,0910
25/11/09,Hull,Everton,3,2,H,8,5,7,3,3.5,3.3,2.15,0910
28/11/09,Aston Villa,Tottenham,1,1,D,12,23,4,17,2.5,3.25,2.88,0910
28/11/09,Blackburn,Stoke,0,0,D,11,7,4,4,1.91,3.4,4.2,0910
28/11/09,Fulham,Bolton,1,1,D,12,4,7,2,1.91,3.5,4.2,0910
28/11/09,Man City,Hull,1,1,D,17,8,7,3,1.29,5.5,11.0,0910
28/11/09,Portsmouth,Man United,1,4,A,20,12,12,8,10.0,4.5,1.36,0910
28/11/09,West Ham,Burnley,5,3,H,9,16,5,10,1.8,3.6,4.5,0910
28/11/09,Wigan,Sunderland,1,0,H,16,9,10,4,2.4,3.4,2.9,0910
29/11/09,Arsenal,Chelsea,0,3,A,5,7,3,5,2.7,3.2,2.7,0910
29/11/09,Everton,Liverpool,0,2,A,12,9,8,7,3.5,3.4,2.1,0910
29/11/09,Wolves,Birmingham,0,1,A,8,13,2,7,2.4,3.2,3.1,0910
05/12/09,Arsenal,Stoke,2,0,H,12,5,8,4,1.29,5.0,13.0,0910
05/12/09,Aston Villa,Hull,3,0,H,13,5,6,1,1.44,4.33,7.5,0910
05/12/09,Blackburn,Liverpool,0,0,D,9,15,3,11,5.25,3.8,1.67,0910
05/12/09,Man City,Chelsea,2,1,H,13,10,8,6,4.2,3.4,1.91,0910
05/12/09,Portsmouth,Burnley,2,0,H,9,14,4,8,1.91,3.4,4.2,0910
05/12/09,West Ham,Man United,0,4,A,11,18,7,11,8.0,4.2,1.44,0910
05/12/09,Wigan,Birmingham,2,3,A,18,10,7,9,2.1,3.3,3.6,0910
05/12/09,Wolves,Bolton,2,1,H,12,17,11,10,2.38,3.25,3.1,0910
06/12/09,Everton,Tottenham,2,2,D,15,19,6,11,2.88,3.25,2.5,0910
06/12/09,Fulham,Sunderland,1,0,H,16,8,5,5,2.1,3.3,3.6,0910
12/12/09,Birmingham,West Ham,1,0,H,16,14,9,7,2.1,3.3,3.6,0910
12/12/09,Bolton,Man City,3,3,D,12,14,8,6,4.5,3.6,1.8,0910
12/12/09,Burnley,Fulham,1,1,D,10,12,8,6,2.63,3.25,2.75,0910
12/12/09,Chelsea,Everton,3,3,D,25,10,13,7,1.25,5.5,15.0,0910
12/12/09,Hull,Blackburn,0,0,D,9,14,7,9,2.8,3.25,2.6,0910
12/12/09,Man United,Aston Villa,0,1,A,16,8,9,5,1.5,4.2,7.0,0910
12/12/09,Stoke,Wigan,2,2,D,14,11,5,8,2.1,3.3,3.6,0910
12/12/09,Sunderland,Portsmouth,1,1,D,16,9,9,6,1.8,3.5,4.75,0910
12/12/09,Tottenham,Wolves,0,1,A,18,3,10,3,1.25,5.75,13.0,0910
13/12/09,Liverpool,Arsenal,1,2,A,6,7,3,5,2.2,3.3,3.4,0910
15/12/09,Birmingham,Blackburn,2,1,H,13,8,6,4,2.2,3.25,3.4,0910
15/12/09,Bolton,West Ham,3,1,H,23,9,12,6,2.25,3.3,3.25,0910
15/12/09,Man United,Wolves,3,0,H,12,4,9,1,1.17,7.0,19.0,0910
15/12/09,Sunderland,Aston Villa,0,2,A,15,11,5,4,2.88,3.3,2.5,0910
16/12/09,Burnley,Arsenal,1,1,D,8,17,3,9,7.0,4.2,1.5,0910
16/12/09,Chelsea,Portsmouth,2,1,H,21,7,8,3,1.14,8.0,19.0,0910
16/12/09,Liverpool,Wigan,2,1,H,12,8,7,5,1.33,4.75,11.0,0910
16/12/09,Tottenham,Man City,3,0,H,19,9,7,5,2.25,3.3,3.25,0910
19/12/09,Arsenal,Hull,3,0,H,18,6,9,2,1.22,6.0,15.0,0910
19/12/09,Aston Villa,Stoke,1,0,H,17,13,8,5,1.4,4.33,9.0,0910
19/12/09,Blackburn,Tottenham,0,2,A,13,7,9,2,3.3,3.4,2.2,0910
19/12/09,Fulham,Man United,3,0,H,10,16,7,4,6.5,4.0,1.57,0910
19/12/09,Man City,Sunderland,4,3,H,11,7,5,5,1.53,4.0,7.0,0910
19/12/09,Portsmouth,Liverpool,2,0,H,14,7,6,3,5.5,4.0,1.62,0910
20/12/09,Everton,Birmingham,1,1,D,19,2,7,1,1.83,3.5,4.5,0910
20/12/09,West Ham,Chelsea,1,1,D,6,20,5,6,8.5,4.5,1.4,0910
20/12/09,Wolves,Burnley,2,0,H,12,10,12,6,2.1,3.3,3.6,0910
26/12/09,Birmingham,Chelsea,0,0,D,11,27,4,12,6.5,3.8,1.57,0910
26/12/09,Burnley,Bolton,1,1,D,15,11,7,5,2.38,3.3,3.0,0910
26/12/09,Fulham,Tottenham,0,0,D,15,6,6,1,2.8,3.4,2.5,0910
26/12/09,Liverpool,Wolves,2,0,H,14,6,10,2,1.29,5.5,11.0,0910
26/12/09,Man City,Stoke,2,0,H,12,7,6,3,1.44,4.33,7.5,0910
26/12/09,Sunderland,Everton,1,1,D,10,12,6,4,2.38,3.3,3.0,0910
26/12/09,West Ham,Portsmouth,2,0,H,13,11,5,7,2.1,3.3,3.6,0910
26/12/09,Wigan,Blackburn,1,1,D,14,8,8,3,2.3,3.25,3.2,0910
27/12/09,Arsenal,Aston Villa,3,0,H,19,7,12,3,1.73,3.5,5.0,0910
27/12/09,Hull,Man United,1,3,A,12,19,6,11,8.0,4.2,1.4,0910
28/12/09,Blackburn,Sunderland,2,2,D,21,13,11,8,2.1,3.3,3.6,0910
28/12/09,Chelsea,Fulham,2,1,H,18,3,11,3,1.36,4.5,10.0,0910
28/12/09,Everton,Burnley,2,0,H,24,12,16,9,1.57,3.8,6.5,0910
28/12/09,Stoke,Birmingham,0,1,A,12,9,6,5,2.4,3.25,3.0,0910
28/12/09,Tottenham,West Ham,2,0,H,21,3,9,2,1.44,4.2,8.0,0910
28/12/09,Wolves,Man City,0,3,A,11,12,6,5,4.5,3.6,1.8,0910
29/12/09,Aston Villa,Liverpool,0,1,A,11,12,7,9,2.8,3.25,2.6,0910
29/12/09,Bolton,Hull,2,2,D,16,12,6,7,1.8,3.6,4.75,0910
30/12/09,Man United,Wigan,5,0,H,23,11,16,6,1.2,6.5,15.0,0910
30/12/09,Portsmouth,Arsenal,1,4,A,10,14,6,10,6.5,4.0,1.53,0910
05/01/10,Stoke,Fulham,3,2,H,11,14,9,7,2.63,3.25,2.75,0910
09/01/10,Arsenal,Everton,2,2,D,6,9,5,5,1.4,4.5,8.5,0910
09/01/10,Birmingham,Man United,1,1,D,6,14,5,10,6.5,3.6,1.62,0910
11/01/10,Man City,Blackburn,4,1,H,12,8,6,3,1.44,4.33,8.0,0910
16/01/10,Chelsea,Sunderland,7,2,H,23,7,13,3,1.22,6.0,15.0,0910
16/01/10,Everton,Man City,2,0,H,13,8,6,4,2.88,3.25,2.5,0910
16/01/10,Man United,Burnley,3,0,H,24,11,11,5,1.17,7.0,17.0,0910
16/01/10,Stoke,Liverpool,1,1,D,6,4,5,3,3.5,3.2,2.2,0910
16/01/10,Tottenham,Hull,0,0,D,25,8,18,2,1.25,6.0,11.0,0910
16/01/10,Wolves,Wigan,0,2,A,9,20,4,14,2.3,3.25,3.2,0910
17/01/10,Aston Villa,West Ham,0,0,D,17,8,10,3,1.53,3.8,7.0,0910
17/01/10,Blackburn,Fulham,2,0,H,11,14,7,9,2.4,3.25,3.0,0910
17/01/10,Bolton,Arsenal,0,2,A,12,14,6,9,6.5,4.0,1.53,0910
20/01/10,Arsenal,Bolton,4,2,H,20,7,14,4,1.22,5.5,17.0,0910
20/01/10,Liverpool,Tottenham,2,0,H,13,7,5,5,2.4,3.25,3.0,0910
23/01/10,Man United,Hull,4,0,H,25,8,15,4,1.14,6.5,15.0,0910
26/01/10,Bolton,Burnley,1,0,H,14,10,6,5,1.8,3.6,4.5,0910
26/01/10,Portsmouth,West Ham,1,1,D,14,12,8,4,2.5,3.25,2.88,0910
26/01/10,Tottenham,Fulham,2,0,H,13,9,7,6,1.57,3.75,6.5,0910
26/01/10,Wolves,Liverpool,0,0,D,6,6,4,3,5.5,3.6,1.67,0910
27/01/10,Aston Villa,Arsenal,0,0,D,8,12,2,8,3.2,3.25,2.3,0910
27/01/10,Blackburn,Wigan,2,1,H,13,13,7,8,1.95,3.4,4.0,0910
27/01/10,Chelsea,Birmingham,3,0,H,25,5,17,3,1.22,6.0,15.0,0910
27/01/10,Everton,Sunderland,2,0,H,11,5,7,3,1.67,3.6,5.5,0910
30/01/10,Birmingham,Tottenham,1,1,D,12,21,6,12,3.1,3.25,2.38,0910
30/01/10,Burnley,Chelsea,1,2,A,5,16,3,9,13.0,5.0,1.29,0910
30/01/10,Fulham,Aston Villa,0,2,A,15,9,8,6,2.7,3.2,2.7,0910
30/01/10,Hull,Wolves,2,2,D,8,13,4,4,2.25,3.25,3.25,0910
30/01/10,Liverpool,Bolton,2,0,H,13,4,6,1,1.44,4.33,7.5,0910
30/01/10,West Ham,Blackburn,0,0,D,7,8,6,4,2.1,3.3,3.6,0910
30/01/10,Wigan,Everton,0,1,A,10,10,4,7,3.0,3.3,2.38,0910
31/01/10,Arsenal,Man United,1,3,A,18,11,7,5,2.6,3.25,2.8,0910
31/01/10,Man City,Portsmouth,2,0,H,13,10,6,4,1.29,5.0,13.0,0910
01/02/10,Sunderland,Stoke,0,0,D,6,4,5,3,2.0,3.4,3.8,0910
02/02/10,Hull,Chelsea,1,1,D,7,21,3,11,13.0,5.0,1.29,0910
03/02/10,Fulham,Portsmouth,1,0,H,14,12,9,8,1.67,3.5,6.0,0910
06/02/10,Bolton,Fulham,0,0,D,16,7,11,4,2.25,3.3,3.25,0910
06/02/10,Burnley,West Ham,2,1,H,8,20,4,11,2.6,3.25,2.8,0910
06/02/10,Hull,Man City,2,1,H,8,17,4,11,5.5,3.4,1.73,0910
06/02/10,Liverpool,Everton,1,0,H,9,6,4,3,1.83,3.5,4.33,0910
06/02/10,Man United,Portsmouth,5,0,H,21,7,8,5,1.13,8.5,23.0,0910
06/02/10,Stoke,Blackburn,3,0,H,15,9,11,4,2.3,3.1,3.4,0910
06/02/10,Sunderland,Wigan,1,1,D,11,14,8,6,2.0,3.4,3.8,0910
06/02/10,Tottenham,Aston Villa,0,0,D,28,10,15,5,2.1,3.3,3.6,0910
07/02/10,Birmingham,Wolves,2,1,H,15,12,10,5,1.8,3.4,5.0,0910
07/02/10,Chelsea,Arsenal,2,0,H,9,14,3,6,1.8,3.6,4.5,0910
09/02/10,Fulham,Burnley,3,0,H,16,10,12,3,1.73,3.5,5.25,0910
09/02/10,Man City,Bolton,2,0,H,8,11,4,5,1.44,4.2,8.0,0910
09/02/10,Portsmouth,Sunderland,1,1,D,12,7,6,2,2.4,3.25,3.0,0910
09/02/10,Wigan,Stoke,1,1,D,16,10,11,6,2.2,3.3,3.4,0910
10/02/10,Arsenal,Liverpool,1,0,H,11,9,6,7,2.1,3.3,3.6,0910
10/02/10,Aston Villa,Man United,1,1,D,10,12,6,6,4.2,3.5,1.91,0910
10/02/10,Blackburn,Hull,1,0,H,20,7,10,4,1.83,3.5,4.5,0910
10/02/10,Everton,Chelsea,2,1,H,7,14,5,5,5.0,3.6,1.73,0910
10/02/10,West Ham,Birmingham,2,0,H,13,9,10,4,2.25,3.3,3.25,0910
10/02/10,Wolves,Tottenham,1,0,H,8,10,4,4,4.2,3.4,1.91,0910
16/02/10,Stoke,Man City,1,1,D,8,9,5,3,3.1,3.2,2.38,0910
17/02/10,Wigan,Bolton,0,0,D,10,8,1,0,2.3,3.25,3.2,0910
20/02/10,Arsenal,Sunderland,2,0,H,16,6,10,4,1.22,6.0,15.0,0910
20/02/10,Everton,Man United,3,1,H,11,11,7,5,4.5,3.6,1.8,0910
20/02/10,Portsmouth,Stoke,1,2,A,15,14,12,7,2.38,3.25,3.1,0910
20/02/10,West Ham,Hull,3,0,H,20,7,12,3,1.75,3.6,4.75,0910
20/02/10,Wolves,Chelsea,0,2,A,11,7,7,2,12.0,5.0,1.3,0910
21/02/10,Aston Villa,Burnley,5,2,H,15,13,8,10,1.36,4.5,10.0,0910
21/02/10,Blackburn,Bolton,3,0,H,12,10,7,7,1.95,3.25,4.33,0910
21/02/10,Fulham,Birmingham,2,1,H,11,9,6,6,2.1,3.25,3.75,0910
21/02/10,Man City,Liverpool,0,0,D,4,6,1,2,2.4,3.3,3.0,0910
21/02/10,Wigan,Tottenham,0,3,A,8,13,7,12,3.75,3.5,2.0,0910
23/02/10,Man United,West Ham,3,0,H,12,10,9,4,1.2,6.5,15.0,0910
27/02/10,Birmingham,Wigan,1,0,H,10,11,5,2,1.91,3.3,4.33,0910
27/02/10,Bolton,Wolves,1,0,H,16,6,9,4,2.0,3.3,4.0,0910
27/02/10,Burnley,Portsmouth,1,2,A,14,13,8,5,2.0,3.4,3.8,0910
27/02/10,Chelsea,Man City,2,4,A,23,8,13,6,1.44,4.33,7.5,0910
27/02/10,Stoke,Arsenal,1,3,A,4,17,3,11,5.0,3.6,1.73,0910
28/02/10,Liverpool,Blackburn,2,1,H,12,12,6,7,1.36,4.75,9.0,0910
28/02/10,Sunderland,Fulham,0,0,D,12,3,5,1,2.2,3.2,3.5,0910
28/02/10,Tottenham,Everton,2,1,H,13,14,9,10,2.0,3.4,4.0,0910
06/03/10,Arsenal,Burnley,3,1,H,20,8,11,5,1.14,7.5,21.0,0910
06/03/10,West Ham,Bolton,1,2,A,18,15,8,7,1.8,3.5,4.5,0910
06/03/10,Wolves,Man United,0,1,A,12,15,6,6,10.0,5.0,1.33,0910
07/03/10,Everton,Hull,5,1,H,18,7,10,4,1.36,4.5,10.0,0910
08/03/10,Wigan,Liverpool,1,0,H,12,11,4,3,6.5,3.8,1.57,0910
09/03/10,Portsmouth,Birmingham,1,2,A,11,10,8,6,2.38,3.25,3.1,0910
09/03/10,Sunderland,Bolton,4,0,H,12,7,7,2,2.1,3.25,3.75,0910
10/03/10,Burnley,Stoke,1,1,D,10,8,3,3,2.5,3.3,2.88,0910
13/03/10,Birmingham,Everton,2,2,D,7,13,4,11,3.0,3.25,2.4,0910
13/03/10,Bolton,Wigan,4,0,H,8,13,6,7,2.1,3.3,3.6,0910
13/03/10,Burnley,Wolves,1,2,A,22,7,11,3,2.25,3.3,3.3,0910
13/03/10,Chelsea,West Ham,4,1,H,22,4,15,2,1.22,6.0,15.0,0910
13/03/10,Hull,Arsenal,1,2,A,7,18,2,9,7.5,4.5,1.4,0910
13/03/10,Stoke,Aston Villa,0,0,D,13,10,6,5,3.3,3.25,2.25,0910
13/03/10,Tottenham,Blackburn,3,1,H,14,10,7,7,1.44,4.33,7.5,0910
14/03/10,Man United,Fulham,3,0,H,33,8,19,5,1.22,6.0,15.0,0910
14/03/10,Sunderland,Man City,1,1,D,12,13,7,9,3.6,3.4,2.1,0910
15/03/10,Liverpool,Portsmouth,4,1,H,23,7,12,3,1.25,5.5,13.0,0910
16/03/10,Wigan,Aston Villa,1,2,A,10,18,6,10,3.6,3.3,2.1,0910
20/03/10,Arsenal,West Ham,2,0,H,9,8,5,4,1.25,5.75,13.0,0910
20/03/10,Aston Villa,Wolves,2,2,D,11,7,3,4,1.4,4.33,9.0,0910
20/03/10,Everton,Bolton,2,0,H,18,6,11,4,1.53,3.8,7.0,0910
20/03/10,Portsmouth,Hull,3,2,H,18,9,10,5,2.2,3.2,3.5,0910
20/03/10,Stoke,Tottenham,1,2,A,8,16,4,9,3.6,3.3,2.1,0910
20/03/10,Sunderland,Birmingham,3,1,H,11,21,9,14,2.2,3.2,3.5,0910
20/03/10,Wigan,Burnley,1,0,H,21,13,11,8,1.73,3.6,5.0,0910
21/03/10,Blackburn,Chelsea,1,1,D,8,14,4,8,7.5,4.33,1.44,0910
21/03/10,Fulham,Man City,1,2,A,10,14,4,9,3.1,3.25,2.38,0910
21/03/10,Man United,Liverpool,2,1,H,10,4,5,2,1.67,3.75,5.5,0910
23/03/10,West Ham,Wolves,1,3,A,17,5,10,4,1.8,3.6,4.5,0910
