Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
02/09/12,Southampton,Man United,2,3,A,15,18,8,9,6.0,4.2,1.53,1213
15/09/12,Arsenal,Southampton,6,1,H,20,9,12,4,1.36,5.0,8.5,1213
15/09/12,Aston Villa,Swansea,2,0,H,17,10,13,5,2.38,3.25,3.1,1213
15/09/12,Fulham,West Brom,3,0,H,23,10,14,8,2.1,3.4,3.5,1213
15/09/12,Man United,Wigan,4,0,H,17,8,10,4,1.25,6.0,12.0,1213
15/09/12,Norwich,West Ham,0,0,D,20,9,14,4,2.38,3.4,3.0,1213
15/09/12,QPR,Chelsea,0,0,D,10,13,6,9,4.5,3.5,1.83,1213
15/09/12,Stoke,Man City,1,1,D,4,15,3,11,5.0,3.6,1.73,1213
15/09/12,Sunderland,Liverpool,1,1,D,6,20,4,9,3.4,3.3,2.2,1213
16/09/12,Reading,Tottenham,1,3,A,4,22,2,11,3.75,3.5,2.0,1213
17/09/12,Everton,Newcastle,2,2,D,17,11,10,7,1.73,3.6,5.0,1213
22/09/12,Chelsea,Stoke,1,0,H,17,13,9,6,1.36,4.75,9.0,1213
22/09/12,Southampton,Aston Villa,4,1,H,12,8,4,2,2.4,3.3,3.0,1213
22/09/12,Swansea,Everton,0,3,A,18,30,11,19,3.0,3.3,2.4,1213
22/09/12,West Brom,Reading,1,0,H,9,8,4,1,1.73,3.75,4.75,1213
22/09/12,West Ham,Sunderland,1,1,D,20,4,11,2,2.1,3.3,3.6,1213
22/09/12,Wigan,Fulham,1,2,A,18,12,9,9,2.4,3.3,3.0,1213
23/09/12,Liverpool,Man United,1,2,A,13,8,8,4,2.7,3.3,2.63,1213
23/09/12,Man City,Arsenal,1,1,D,14,10,10,4,1.75,3.6,4.75,1213
23/09/12,Newcastle,Norwich,1,0,H,16,8,8,3,1.8,3.6,4.5,1213
23/09/12,Tottenham,QPR,2,1,H,18,9,14,6,1.44,4.33,7.5,1213
29/09/12,Arsenal,Chelsea,1,2,A,14,10,5,5,2.1,3.4,3.5,1213
29/09/12,Everton,Southampton,3,1,H,17,8,9,2,1.4,4.75,8.0,1213
29/09/12,Fulham,Man City,1,2,A,7,21,3,12,4.33,3.6,1.83,1213
29/09/12,Man United,Tottenham,2,3,A,15,10,8,6,1.57,4.0,6.0,1213
29/09/12,Norwich,Liverpool,2,5,A,10,10,7,6,4.75,3.75,1.73,1213
29/09/12,Reading,Newcastle,2,2,D,14,8,7,3,2.88,3.3,2.5,1213
29/09/12,Stoke,Swansea,2,0,H,10,8,5,0,1.91,3.4,4.2,1213
29/09/12,Sunderland,Wigan,1,0,H,11,8,6,3,2.0,3.4,3.8,1213
30/09/12,Aston Villa,West Brom,1,1,D,19,14,8,7,2.4,3.3,3.0,1213
01/10/12,QPR,West Ham,1,2,A,13,17,9,10,2.05,3.4,3.75,1213
06/10/12,Chelsea,Norwich,4,1,H,20,7,13,4,1.22,6.5,12.0,1213
06/10/12,Man City,Sunderland,3,0,H,26,8,16,6,1.29,5.5,11.0,1213
06/10/12,Swansea,Reading,2,2,D,25,8,16,6,1.91,3.6,4.0,1213
06/10/12,West Brom,QPR,3,2,H,13,13,8,6,1.83,3.75,4.2,1213
06/10/12,West Ham,Arsenal,1,3,A,7,20,3,14,4.0,3.6,1.91,1213
06/10/12,Wigan,Everton,2,2,D,10,16,6,11,4.2,3.4,1.91,1213
07/10/12,Liverpool,Stoke,0,0,D,16,5,5,3,1.44,4.33,7.5,1213
07/10/12,Newcastle,Man United,0,3,A,13,12,3,9,4.2,3.75,1.83,1213
07/10/12,Southampton,Fulham,2,2,D,13,14,6,5,2.75,3.3,2.6,1213
07/10/12,Tottenham,Aston Villa,2,0,H,23,8,10,5,1.44,4.33,7.5,1213
20/10/12,Fulham,Aston Villa,1,0,H,17,9,8,4,1.8,3.6,4.5,1213
20/10/12,Liverpool,Reading,1,0,H,23,8,13,5,1.33,5.0,10.0,1213
20/10/12,Man United,Stoke,4,2,H,13,8,8,6,1.29,5.5,11.0,1213
20/10/12,Norwich,Arsenal,1,0,H,7,13,3,7,6.0,4.2,1.53,1213
20/10/12,Swansea,Wigan,2,1,H,18,10,11,7,2.1,3.4,3.5,1213
20/10/12,Tottenham,Chelsea,2,4,A,23,11,16,7,2.5,3.4,2.75,1213
20/10/12,West Brom,Man City,1,2,A,16,21,8,13,5.0,3.75,1.7,1213
20/10/12,West Ham,Southampton,4,1,H,9,11,8,4,1.83,3.75,4.2,1213
21/10/12,QPR,Everton,1,1,D,14,10,6,4,3.25,3.4,2.2,1213
21/10/12,Sunderland,Newcastle,1,1,D,16,10,6,7,2.5,3.3,2.88,1213
27/10/12,Arsenal,QPR,1,0,H,21,4,11,3,1.36,5.0,8.5,1213
27/10/12,Aston Villa,Norwich,1,1,D,7,14,5,6,2.0,3.5,3.75,1213
27/10/12,Man City,Swansea,1,0,H,10,9,5,5,1.22,6.0,15.0,1213
27/10/12,Reading,Fulham,3,3,D,15,16,9,8,2.75,3.4,2.5,1213
27/10/12,Stoke,Sunderland,0,0,D,11,6,6,3,1.95,3.3,4.2,1213
27/10/12,Wigan,West Ham,2,1,H,17,15,13,11,2.25,3.4,3.2,1213
28/10/12,Chelsea,Man United,2,3,A,14,15,11,7,2.4,3.4,2.9,1213
28/10/12,Everton,Liverpool,2,2,D,17,12,8,5,2.6,3.3,2.75,1213
28/10/12,Newcastle,West Brom,2,1,H,10,8,6,4,2.0,3.5,3.75,1213
28/10/12,Southampton,Tottenham,1,2,A,11,11,6,4,4.2,3.75,1.83,1213
03/11/12,Fulham,Everton,2,2,D,8,26,5,15,2.75,3.4,2.5,1213
03/11/12,Man United,Arsenal,2,1,H,11,7,7,3,1.7,3.8,5.0,1213
03/11/12,Norwich,Stoke,1,0,H,12,8,8,3,2.6,3.3,2.75,1213
03/11/12,Sunderland,Aston Villa,0,1,A,11,9,1,6,2.1,3.3,3.6,1213
03/11/12,Swansea,Chelsea,1,1,D,9,11,7,7,4.5,3.6,1.8,1213
03/11/12,Tottenham,Wigan,0,1,A,13,7,10,4,1.5,4.33,6.5,1213
03/11/12,West Ham,Man City,0,0,D,6,18,1,8,5.0,3.8,1.7,1213
04/11/12,Liverpool,Newcastle,1,1,D,20,10,12,3,1.57,4.0,6.0,1213
04/11/12,QPR,Reading,1,1,D,23,18,12,8,1.8,3.6,4.5,1213
05/11/12,West Brom,Southampton,2,0,H,16,9,6,5,1.73,3.75,4.75,1213
10/11/12,Arsenal,Fulham,3,3,D,15,9,9,5,1.53,4.2,6.0,1213
10/11/12,Aston Villa,Man United,2,3,A,10,16,7,7,7.0,4.5,1.44,1213
10/11/12,Everton,Sunderland,2,1,H,16,6,10,4,1.44,4.2,8.0,1213
10/11/12,Reading,Norwich,0,0,D,7,10,3,3,2.25,3.4,3.2,1213
10/11/12,Southampton,Swansea,1,1,D,11,5,5,3,2.38,3.5,2.88,1213
10/11/12,Stoke,QPR,1,0,H,10,17,5,8,1.91,3.4,4.2,1213
10/11/12,Wigan,West Brom,1,2,A,14,7,6,4,2.3,3.4,3.1,1213
11/11/12,Chelsea,Liverpool,1,1,D,12,9,3,5,1.95,3.5,4.0,1213
11/11/12,Man City,Tottenham,2,1,H,16,6,8,2,1.57,4.0,6.0,1213
11/11/12,Newcastle,West Ham,0,1,A,14,10,9,5,1.95,3.6,3.8,1213
17/11/12,Arsenal,Tottenham,5,2,H,13,6,10,4,1.91,3.75,3.8,1213
17/11/12,Liverpool,Wigan,3,0,H,22,9,11,3,1.44,4.33,7.5,1213
17/11/12,Man City,Aston Villa,5,0,H,21,10,8,8,1.2,6.5,15.0,1213
17/11/12,Newcastle,Swansea,1,2,A,27,15,10,9,1.91,3.6,4.0,1213
17/11/12,Norwich,Man United,1,0,H,10,12,5,9,7.0,4.5,1.44,1213
17/11/12,QPR,Southampton,1,3,A,13,21,7,15,1.91,3.6,4.0,1213
17/11/12,Reading,Everton,2,1,H,12,21,4,11,4.33,3.6,1.83,1213
17/11/12,West Brom,Chelsea,2,1,H,8,19,6,12,3.75,3.5,2.0,1213
18/11/12,Fulham,Sunderland,1,3,A,18,12,13,9,1.67,3.75,5.25,1213
19/11/12,West Ham,Stoke,1,1,D,16,12,11,6,2.0,3.4,3.8,1213
24/11/12,Aston Villa,Arsenal,0,0,D,10,13,8,6,4.75,3.75,1.73,1213
24/11/12,Everton,Norwich,1,1,D,14,8,9,4,1.44,4.33,7.5,1213
24/11/12,Man United,QPR,3,1,H,15,10,10,6,1.17,7.5,15.0,1213
24/11/12,Stoke,Fulham,1,0,H,12,8,3,5,2.2,3.3,3.4,1213
24/11/12,Sunderland,West Brom,2,4,A,19,11,12,6,2.5,3.3,2.88,1213
24/11/12,Wigan,Reading,3,2,H,19,16,11,10,1.83,3.6,4.33,1213
25/11/12,Chelsea,Man City,0,0,D,5,11,1,7,2.5,3.5,2.7,1213
25/11/12,Southampton,Newcastle,2,0,H,17,8,10,3,2.3,3.5,3.0,1213
25/11/12,Swansea,Liverpool,0,0,D,17,21,8,14,3.4,3.5,2.1,1213
25/11/12,Tottenham,West Ham,3,1,H,25,10,13,6,1.67,3.75,5.5,1213
27/11/12,Aston Villa,Reading,1,0,H,15,11,7,6,1.95,3.4,4.0,1213
27/11/12,Sunderland,QPR,0,0,D,13,13,8,9,2.25,3.25,3.3,1213
28/11/12,Chelsea,Fulham,0,0,D,17,8,13,7,1.44,4.5,7.0,1213
28/11/12,Everton,Arsenal,1,1,D,14,12,10,9,2.5,3.4,2.75,1213
28/11/12,Man United,West Ham,1,0,H,23,9,13,3,1.22,6.5,12.0,1213
28/11/12,Southampton,Norwich,1,1,D,8,9,2,5,2.0,3.4,3.8,1213
28/11/12,Stoke,Newcastle,2,1,H,11,7,5,6,1.91,3.4,4.2,1213
28/11/12,Swansea,West Brom,3,1,H,13,6,8,2,2.3,3.4,3.1,1213
28/11/12,Tottenham,Liverpool,2,1,H,14,14,7,9,2.4,3.4,2.88,1213
28/11/12,Wigan,Man City,0,2,A,9,15,4,6,6.0,4.2,1.53,1213
01/12/12,Arsenal,Swansea,0,2,A,10,12,8,10,1.44,4.5,7.0,1213
01/12/12,Fulham,Tottenham,0,3,A,8,10,2,6,2.88,3.3,2.5,1213
01/12/12,Liverpool,Southampton,1,0,H,24,8,11,4,1.4,4.5,8.5,1213
01/12/12,Man City,Everton,1,1,D,9,8,6,5,1.5,4.0,7.0,1213
01/12/12,QPR,Aston Villa,1,1,D,17,7,12,3,1.95,3.5,4.0,1213
01/12/12,Reading,Man United,3,4,A,10,10,7,5,7.5,4.75,1.4,1213
01/12/12,West Brom,Stoke,0,1,A,14,6,11,4,2.1,3.25,3.75,1213
01/12/12,West Ham,Chelsea,3,1,H,16,16,13,9,4.0,3.5,1.91,1213
02/12/12,Norwich,Sunderland,2,1,H,7,16,5,6,2.1,3.3,3.6,1213
03/12/12,Newcastle,Wigan,3,0,H,16,9,8,4,2.0,3.4,3.75,1213
08/12/12,Arsenal,West Brom,2,0,H,16,7,7,2,1.5,4.33,6.5,1213
08/12/12,Aston Villa,Stoke,0,0,D,9,1,5,0,2.4,3.2,3.1,1213
08/12/12,Southampton,Reading,1,0,H,18,6,9,2,1.91,3.6,4.0,1213
08/12/12,Sunderland,Chelsea,1,3,A,14,11,10,5,4.75,3.5,1.8,1213
08/12/12,Swansea,Norwich,3,4,A,21,10,10,8,1.8,3.6,4.5,1213
08/12/12,Wigan,QPR,2,2,D,14,8,9,4,2.3,3.4,3.1,1213
09/12/12,Everton,Tottenham,2,1,H,17,8,11,6,2.0,3.5,3.75,1213
09/12/12,Man City,Man United,2,3,A,16,8,11,3,2.2,3.5,3.2,1213
09/12/12,West Ham,Liverpool,2,3,A,9,16,6,8,3.0,3.3,2.38,1213
10/12/12,Fulham,Newcastle,2,1,H,16,20,7,13,1.91,3.6,4.0,1213
11/12/12,Sunderland,Reading,3,0,H,16,12,11,5,2.0,3.5,3.75,1213
15/12/12,Liverpool,Aston Villa,1,3,A,26,9,17,6,1.36,4.75,9.0,1213
15/12/12,Man United,Sunderland,3,1,H,15,13,6,10,1.2,6.5,15.0,1213
15/12/12,Newcastle,Man City,1,3,A,17,16,8,10,5.5,3.75,1.67,1213
15/12/12,Norwich,Wigan,2,1,H,16,12,10,6,2.2,3.4,3.25,1213
15/12/12,QPR,Fulham,2,1,H,19,6,9,3,2.4,3.4,2.88,1213
15/12/12,Stoke,Everton,1,1,D,14,9,8,5,3.1,3.2,2.4,1213
16/12/12,Tottenham,Swansea,1,0,H,24,4,16,0,1.62,4.0,5.5,1213
16/12/12,West Brom,West Ham,0,0,D,19,10,10,2,2.0,3.5,3.75,1213
17/12/12,Reading,Arsenal,2,5,A,7,25,5,17,5.5,4.0,1.62,1213
22/12/12,Liverpool,Fulham,4,0,H,22,7,12,6,1.53,4.0,6.5,1213
22/12/12,Man City,Reading,1,0,H,17,6,10,1,1.14,8.0,19.0,1213
22/12/12,Newcastle,QPR,1,0,H,18,5,8,4,2.1,3.4,3.5,1213
22/12/12,Southampton,Sunderland,0,1,A,13,10,7,6,2.0,3.5,3.75,1213
22/12/12,Tottenham,Stoke,0,0,D,21,4,14,2,1.62,3.75,6.0,1213
22/12/12,West Brom,Norwich,2,1,H,12,10,8,4,1.91,3.6,4.0,1213
22/12/12,West Ham,Everton,1,2,A,6,15,5,8,2.88,3.25,2.5,1213
22/12/12,Wigan,Arsenal,0,1,A,13,10,5,8,4.75,3.75,1.73,1213
23/12/12,Chelsea,Aston Villa,8,0,H,24,7,18,4,1.33,5.5,8.5,1213
23/12/12,Swansea,Man United,1,1,D,14,19,10,16,5.0,4.0,1.67,1213
26/12/12,Aston Villa,Tottenham,0,4,A,4,20,1,16,3.75,3.5,2.0,1213
26/12/12,Everton,Wigan,2,1,H,17,10,9,6,1.44,4.5,7.0,1213
26/12/12,Fulham,Southampton,1,1,D,10,7,2,3,1.85,3.6,4.2,1213
26/12/12,Man United,Newcastle,4,3,H,16,16,10,11,1.22,6.5,13.0,1213
26/12/12,Norwich,Chelsea,0,1,A,8,20,4,11,6.0,3.75,1.62,1213
26/12/12,QPR,West Brom,1,2,A,18,12,8,6,2.2,3.4,3.25,1213
26/12/12,Reading,Swansea,0,0,D,3,10,2,4,2.9,3.4,2.38,1213
26/12/12,Stoke,Liverpool,3,1,H,7,12,6,6,3.4,3.2,2.25,1213
26/12/12,Sunderland,Man City,1,0,H,12,19,6,12,6.5,4.0,1.53,1213
29/12/12,Arsenal,Newcastle,7,3,H,16,10,12,8,1.44,4.5,7.0,1213
29/12/12,Aston Villa,Wigan,0,3,A,11,9,4,6,2.4,3.25,3.0,1213
29/12/12,Fulham,Swansea,1,2,A,22,10,13,9,2.1,3.4,3.5,1213
29/12/12,Man United,West Brom,2,0,H,17,13,14,9,1.3,5.5,10.0,1213
29/12/12,Norwich,Man City,3,4,A,13,13,8,9,6.0,4.0,1.57,1213
29/12/12,Reading,West Ham,1,0,H,3,11,2,3,2.88,3.25,2.5,1213
29/12/12,Stoke,Southampton,3,3,D,10,8,8,7,1.8,3.5,4.75,1213
29/12/12,Sunderland,Tottenham,1,2,A,9,18,6,14,3.5,3.4,2.1,1213
30/12/12,Everton,Chelsea,1,2,A,12,15,6,10,2.88,3.3,2.5,1213
30/12/12,QPR,Liverpool,0,3,A,14,16,7,11,4.0,3.5,1.91,1213
01/01/13,Man City,Stoke,3,0,H,17,4,9,3,1.29,5.5,11.0,1213
01/01/13,Southampton,Arsenal,1,1,D,9,6,6,4,5.0,3.75,1.7,1213
01/01/13,Swansea,Aston Villa,2,2,D,23,8,13,6,1.57,4.0,6.0,1213
01/01/13,Tottenham,Reading,3,1,H,30,7,20,4,1.33,5.0,10.0,1213
01/01/13,West Brom,Fulham,1,2,A,17,10,10,5,2.0,3.5,3.75,1213
01/01/13,West Ham,Norwich,2,1,H,14,9,8,3,2.1,3.4,3.5,1213
01/01/13,Wigan,Man United,0,4,A,7,14,3,9,6.0,4.2,1.53,1213
02/01/13,Chelsea,QPR,0,1,A,23,8,11,5,1.2,6.5,15.0,1213
02/01/13,Liverpool,Sunderland,3,0,H,27,6,16,5,1.4,4.5,8.5,1213
02/01/13,Newcastle,Everton,1,2,A,14,7,11,6,3.0,3.4,2.38,1213
12/01/13,Aston Villa,Southampton,0,1,A,16,11,10,4,2.55,3.5,2.9,1213
12/01/13,Everton,Swansea,0,0,D,16,4,8,2,1.57,4.2,6.5,1213
12/01/13,Fulham,Wigan,1,1,D,14,15,5,6,2.05,3.5,4.0,1213
12/01/13,Norwich,Newcastle,0,0,D,12,9,3,4,2.2,3.6,3.4,1213
12/01/13,QPR,Tottenham,0,0,D,4,16,1,8,4.5,3.8,1.85,1213
12/01/13,Reading,West Brom,3,2,H,7,11,7,6,3.0,3.4,2.5,1213
12/01/13,Stoke,Chelsea,0,4,A,11,11,5,9,4.33,3.5,1.95,1213
12/01/13,Sunderland,West Ham,3,0,H,18,9,14,4,2.38,3.3,3.3,1213
13/01/13,Arsenal,Man City,0,2,A,9,16,4,9,2.63,3.5,2.8,1213
13/01/13,Man United,Liverpool,2,1,H,15,12,10,5,1.91,3.8,4.2,1213
16/01/13,Chelsea,Southampton,2,2,D,19,7,10,3,1.25,6.5,15.0,1213
19/01/13,Liverpool,Norwich,5,0,H,17,5,10,3,1.33,5.5,10.5,1213
19/01/13,Man City,Fulham,2,0,H,20,3,11,0,1.25,6.5,14.0,1213
19/01/13,Newcastle,Reading,1,2,A,15,6,10,2,1.75,4.0,5.0,1213
19/01/13,Swansea,Stoke,3,1,H,12,7,6,2,2.2,3.4,3.6,1213
19/01/13,West Brom,Aston Villa,2,2,D,25,11,9,7,1.75,4.0,5.0,1213
19/01/13,West Ham,QPR,1,1,D,22,9,13,6,2.1,3.5,3.75,1213
19/01/13,Wigan,Sunderland,2,3,A,20,10,11,5,2.15,3.4,3.8,1213
20/01/13,Chelsea,Arsenal,2,1,H,13,12,8,8,1.91,3.6,4.0,1213
20/01/13,Tottenham,Man United,1,1,D,23,6,18,4,2.9,3.6,2.5,1213
21/01/13,Southampton,Everton,0,0,D,14,10,11,7,3.6,3.5,2.05,1213
23/01/13,Arsenal,West Ham,5,1,H,23,7,17,5,1.44,4.75,8.0,1213
29/01/13,Aston Villa,Newcastle,1,2,A,10,10,4,7,2.9,3.4,2.6,1213
29/01/13,QPR,Man City,0,0,D,5,15,3,7,7.5,4.5,1.5,1213
29/01/13,Stoke,Wigan,2,2,D,9,11,4,6,2.2,3.3,3.75,1213
29/01/13,Sunderland,Swansea,0,0,D,4,18,2,8,2.5,3.4,3.0,1213
30/01/13,Arsenal,Liverpool,2,2,D,14,10,6,5,2.4,3.5,3.1,1213
30/01/13,Everton,West Brom,2,1,H,11,7,4,4,1.6,4.1,6.5,1213
30/01/13,Fulham,West Ham,3,1,H,13,8,6,4,2.2,3.5,3.5,1213
30/01/13,Man United,Southampton,2,1,H,11,21,7,10,1.25,6.5,14.0,1213
30/01/13,Norwich,Tottenham,1,1,D,8,12,4,7,4.75,3.75,1.83,1213
30/01/13,Reading,Chelsea,2,2,D,5,14,2,5,7.5,4.5,1.5,1213
02/02/13,Arsenal,Stoke,1,0,H,15,6,9,2,1.44,4.5,9.0,1213
02/02/13,Everton,Aston Villa,3,3,D,22,8,13,4,1.4,5.0,9.0,1213
02/02/13,Fulham,Man United,0,1,A,15,13,8,8,5.5,4.2,1.65,1213
02/02/13,Newcastle,Chelsea,3,2,H,19,12,13,6,4.0,3.6,2.0,1213
02/02/13,QPR,Norwich,0,0,D,15,14,7,9,1.95,3.6,4.33,1213
02/02/13,Reading,Sunderland,2,1,H,9,10,5,6,2.5,3.4,3.0,1213
02/02/13,West Ham,Swansea,1,0,H,18,11,9,7,2.4,3.4,3.2,1213
02/02/13,Wigan,Southampton,2,2,D,5,15,3,7,2.2,3.5,3.5,1213
03/02/13,Man City,Liverpool,2,2,D,9,21,5,12,1.83,3.9,4.5,1213
03/02/13,West Brom,Tottenham,0,1,A,4,21,3,13,3.6,3.4,2.2,1213
09/02/13,Chelsea,Wigan,4,1,H,25,13,17,10,1.36,5.5,9.5,1213
09/02/13,Norwich,Fulham,0,0,D,15,7,8,5,2.3,3.4,3.4,1213
09/02/13,Southampton,Man City,3,1,H,13,7,7,4,5.75,4.0,1.67,1213
09/02/13,Stoke,Reading,2,1,H,13,5,10,4,1.91,3.5,4.6,1213
09/02/13,Sunderland,Arsenal,0,1,A,12,18,7,9,4.5,3.6,1.91,1213
09/02/13,Swansea,QPR,4,1,H,13,14,12,8,1.83,3.75,4.75,1213
09/02/13,Tottenham,Newcastle,2,1,H,16,9,9,7,1.67,4.0,5.75,1213
10/02/13,Aston Villa,West Ham,2,1,H,7,13,2,7,2.63,3.4,2.88,1213
10/02/13,Man United,Everton,2,0,H,10,9,6,8,1.75,3.9,5.0,1213
11/02/13,Liverpool,West Brom,0,2,A,23,4,14,3,1.4,5.0,9.0,1213
17/02/13,Liverpool,Swansea,5,0,H,33,4,18,3,1.57,4.4,6.0,1213
23/02/13,Arsenal,Aston Villa,2,1,H,24,5,14,3,1.33,5.5,11.0,1213
23/02/13,Fulham,Stoke,1,0,H,20,7,9,2,2.2,3.3,3.75,1213
23/02/13,Norwich,Everton,2,1,H,10,11,9,5,3.8,3.5,2.1,1213
23/02/13,QPR,Man United,0,2,A,12,13,5,8,7.0,4.33,1.53,1213
23/02/13,Reading,Wigan,0,3,A,7,14,1,8,2.63,3.4,2.88,1213
23/02/13,West Brom,Sunderland,2,1,H,17,10,7,6,2.05,3.5,4.0,1213
24/02/13,Man City,Chelsea,2,0,H,15,4,11,1,1.95,3.6,4.33,1213
24/02/13,Newcastle,Southampton,4,2,H,11,11,5,7,2.2,3.5,3.2,1213
25/02/13,West Ham,Tottenham,2,3,A,8,25,6,16,3.6,3.5,2.15,1213
02/03/13,Chelsea,West Brom,1,0,H,25,8,19,4,1.4,5.0,9.0,1213
02/03/13,Everton,Reading,3,1,H,18,12,12,6,1.38,5.0,10.0,1213
02/03/13,Man United,Norwich,4,0,H,13,1,10,1,1.33,5.5,11.0,1213
02/03/13,Southampton,QPR,1,2,A,17,5,9,3,1.85,3.8,4.5,1213
02/03/13,Stoke,West Ham,0,1,A,10,10,2,7,2.15,3.25,4.0,1213
02/03/13,Sunderland,Fulham,2,2,D,12,7,6,4,2.4,3.3,3.3,1213
02/03/13,Swansea,Newcastle,1,0,H,10,14,7,7,2.1,3.6,3.75,1213
02/03/13,Wigan,Liverpool,0,4,A,15,8,11,7,4.5,3.75,1.85,1213
03/03/13,Tottenham,Arsenal,2,1,H,11,10,5,6,2.3,3.6,3.25,1213
04/03/13,Aston Villa,Man City,0,1,A,10,20,5,12,7.5,4.5,1.44,1213
09/03/13,Norwich,Southampton,0,0,D,3,15,2,7,2.5,3.4,3.0,1213
09/03/13,QPR,Sunderland,3,1,H,15,7,8,3,2.25,3.4,3.5,1213
09/03/13,Reading,Aston Villa,1,2,A,10,18,4,7,2.45,3.4,3.1,1213
09/03/13,West Brom,Swansea,2,1,H,12,9,6,4,2.45,3.3,3.2,1213
10/03/13,Liverpool,Tottenham,3,2,H,10,15,4,9,1.95,3.8,4.0,1213
10/03/13,Newcastle,Stoke,2,1,H,14,7,6,4,1.83,3.7,4.8,1213
16/03/13,Aston Villa,QPR,3,2,H,10,18,6,11,2.3,3.4,3.4,1213
16/03/13,Everton,Man City,2,0,H,11,17,5,11,3.9,3.6,2.05,1213
16/03/13,Man United,Reading,1,0,H,17,5,8,1,1.17,9.0,19.0,1213
16/03/13,Southampton,Liverpool,3,1,H,17,8,12,6,4.2,3.8,1.91,1213
16/03/13,Stoke,West Brom,0,0,D,13,9,5,5,2.5,3.3,3.1,1213
16/03/13,Swansea,Arsenal,0,2,A,9,15,2,11,3.4,3.5,2.25,1213
17/03/13,Chelsea,West Ham,2,0,H,24,15,14,9,1.4,5.0,9.0,1213
17/03/13,Sunderland,Norwich,1,1,D,16,7,8,3,2.05,3.5,4.0,1213
17/03/13,Tottenham,Fulham,0,1,A,12,6,6,2,1.5,4.5,7.5,1213
17/03/13,Wigan,Newcastle,2,1,H,13,9,10,4,2.3,3.4,3.4,1213
30/03/13,Arsenal,Reading,4,1,H,23,4,14,2,1.25,6.5,15.0,1213
30/03/13,Everton,Stoke,1,0,H,15,10,9,5,1.57,3.9,7.5,1213
30/03/13,Man City,Newcastle,4,0,H,19,5,11,1,1.33,5.5,11.0,1213
30/03/13,Southampton,Chelsea,2,1,H,13,7,8,4,3.5,3.5,2.2,1213
30/03/13,Sunderland,Man United,0,1,A,9,10,4,6,6.0,4.0,1.65,1213
30/03/13,Swansea,Tottenham,1,2,A,11,9,3,7,3.4,3.4,2.3,1213
30/03/13,West Ham,West Brom,3,1,H,14,17,8,11,2.3,3.4,3.4,1213
30/03/13,Wigan,Norwich,1,0,H,13,9,6,5,1.95,3.6,4.33,1213
31/03/13,Aston Villa,Liverpool,1,2,A,10,16,7,12,5.0,4.0,1.75,1213
01/04/13,Fulham,QPR,3,2,H,9,19,5,11,2.0,3.6,4.0,1213
