Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,B365H,B365D,B365A,Season
26/08/06,Man City,Arsenal,1,0,H,10,17,3,6,5.5,3.6,1.61,0607
26/08/06,Tottenham,Everton,0,2,A,15,6,6,2,1.72,3.4,5.0,0607
26/08/06,Watford,Man United,1,2,A,8,19,7,10,7.5,4.33,1.4,0607
26/08/06,Wigan,Reading,1,0,H,15,5,5,3,1.9,3.25,4.0,0607
27/08/06,Aston Villa,Newcastle,2,0,H,9,8,7,5,2.37,3.1,3.0,0607
27/08/06,Blackburn,Chelsea,0,2,A,12,14,3,8,6.5,3.6,1.53,0607
28/08/06,Middlesbrough,Portsmouth,0,4,A,19,10,8,7,2.0,3.2,3.75,0607
09/09/06,Arsenal,Middlesbrough,1,1,D,20,1,12,1,1.33,4.33,10.0,0607
09/09/06,Bolton,Watford,1,0,H,7,15,2,6,1.66,3.4,5.5,0607
09/09/06,Chelsea,Charlton,2,1,H,19,3,6,2,1.2,5.5,17.0,0607
09/09/06,Everton,Liverpool,3,0,H,8,21,6,5,3.75,3.2,2.0,0607
09/09/06,Man United,Tottenham,1,0,H,10,9,5,4,1.5,3.75,7.0,0607
09/09/06,Newcastle,Fulham,1,2,A,15,8,7,5,1.72,3.4,5.0,0607
09/09/06,Portsmouth,Wigan,1,0,H,9,11,7,5,1.83,3.25,4.5,0607
09/09/06,Sheffield United,Blackburn,0,0,D,14,12,9,1,2.62,3.2,2.62,0607
10/09/06,West Ham,Aston Villa,1,1,D,7,10,1,6,2.1,3.2,3.5,0607
11/09/06,Reading,Man City,1,0,H,12,15,7,8,2.3,3.1,3.1,0607
16/09/06,Bolton,Middlesbrough,0,0,D,13,14,3,7,2.0,3.2,3.75,0607
16/09/06,Charlton,Portsmouth,0,1,A,18,12,5,5,2.3,3.25,3.0,0607
16/09/06,Everton,Wigan,2,2,D,14,10,9,7,1.72,3.4,5.0,0607
16/09/06,Sheffield United,Reading,1,2,A,14,8,7,2,2.5,3.1,2.8,0607
16/09/06,Watford,Aston Villa,0,0,D,12,9,5,4,2.75,3.2,2.5,0607
17/09/06,Blackburn,Man City,4,2,H,11,15,5,8,2.0,3.2,3.75,0607
17/09/06,Chelsea,Liverpool,1,0,H,4,9,3,6,1.83,3.25,4.5,0607
17/09/06,Man United,Arsenal,0,1,A,17,14,9,7,1.9,3.25,4.0,0607
17/09/06,Tottenham,Fulham,0,0,D,18,8,8,3,1.61,3.4,6.0,0607
17/09/06,West Ham,Newcastle,0,2,A,10,16,7,9,2.1,3.2,3.5,0607
20/09/06,Liverpool,Newcastle,2,0,H,22,11,11,6,1.53,3.6,6.5,0607
23/09/06,Arsenal,Sheffield United,3,0,H,14,5,11,4,1.2,5.5,17.0,0607
23/09/06,Aston Villa,Charlton,2,0,H,12,8,5,3,1.8,3.4,4.33,0607
23/09/06,Fulham,Chelsea,0,2,A,7,13,4,5,7.5,4.33,1.4,0607
23/09/06,Liverpool,Tottenham,3,0,H,14,5,6,1,1.61,3.75,5.25,0607
23/09/06,Man City,West Ham,2,0,H,17,4,8,0,2.25,3.2,3.1,0607
23/09/06,Middlesbrough,Blackburn,0,1,A,13,13,7,7,2.1,3.1,3.5,0607
23/09/06,Reading,Man United,1,1,D,3,18,1,8,7.0,3.75,1.5,0607
23/09/06,Wigan,Watford,1,1,D,8,10,4,4,1.83,3.3,4.33,0607
24/09/06,Newcastle,Everton,1,1,D,21,12,13,5,2.2,3.2,3.25,0607
25/09/06,Portsmouth,Bolton,0,1,A,13,4,5,3,1.9,3.25,4.0,0607
30/09/06,Bolton,Liverpool,2,0,H,4,13,3,6,3.75,3.2,2.0,0607
30/09/06,Charlton,Arsenal,1,2,A,10,21,6,12,6.5,3.6,1.53,0607
30/09/06,Chelsea,Aston Villa,1,1,D,18,9,10,5,1.3,5.0,8.5,0607
30/09/06,Everton,Man City,1,1,D,14,11,10,5,1.83,3.3,4.33,0607
30/09/06,Sheffield United,Middlesbrough,2,1,H,13,7,7,2,2.6,3.25,2.6,0607
01/10/06,Blackburn,Wigan,2,1,H,12,11,8,6,1.9,3.25,4.0,0607
01/10/06,Man United,Newcastle,2,0,H,24,3,11,3,1.3,4.33,13.0,0607
01/10/06,Tottenham,Portsmouth,2,1,H,8,9,6,6,1.8,3.25,4.5,0607
01/10/06,West Ham,Reading,0,1,A,13,2,8,1,1.9,3.25,4.0,0607
02/10/06,Watford,Fulham,3,3,D,9,9,4,3,2.4,3.2,2.87,0607
14/10/06,Arsenal,Watford,3,0,H,15,9,7,3,1.16,6.5,15.0,0607
14/10/06,Aston Villa,Tottenham,1,1,D,12,10,6,5,2.25,3.1,3.2,0607
14/10/06,Liverpool,Blackburn,1,1,D,18,5,9,3,1.44,4.0,7.5,0607
14/10/06,Man City,Sheffield United,0,0,D,14,7,6,3,1.66,3.6,5.0,0607
14/10/06,Middlesbrough,Everton,2,1,H,9,12,6,8,2.6,3.1,2.7,0607
14/10/06,Portsmouth,West Ham,2,0,H,18,6,6,3,2.0,3.2,3.75,0607
14/10/06,Reading,Chelsea,0,1,A,5,7,0,4,7.5,4.33,1.4,0607
14/10/06,Wigan,Man United,1,3,A,6,12,2,5,6.0,3.8,1.53,0607
15/10/06,Newcastle,Bolton,1,2,A,10,7,3,5,2.25,3.2,3.1,0607
16/10/06,Fulham,Charlton,2,1,H,11,10,6,3,2.1,3.1,3.6,0607
21/10/06,Aston Villa,Fulham,1,1,D,3,5,1,2,1.72,3.4,5.0,0607
21/10/06,Charlton,Watford,0,0,D,16,8,8,3,1.9,3.25,4.0,0607
21/10/06,Chelsea,Portsmouth,2,1,H,26,10,18,1,1.28,5.0,10.0,0607
21/10/06,Everton,Sheffield United,2,0,H,13,10,5,4,1.57,3.5,6.5,0607
21/10/06,Wigan,Man City,4,0,H,12,9,5,4,2.3,3.1,3.1,0607
22/10/06,Blackburn,Bolton,0,1,A,24,8,11,7,2.37,3.1,2.75,0607
22/10/06,Man United,Liverpool,2,0,H,10,13,8,5,1.9,3.25,4.0,0607
22/10/06,Middlesbrough,Newcastle,1,0,H,19,13,8,4,2.4,3.1,2.87,0607
22/10/06,Reading,Arsenal,0,4,A,3,16,1,9,5.5,3.6,1.61,0607
22/10/06,Tottenham,West Ham,1,0,H,13,5,5,2,1.8,3.3,4.5,0607
28/10/06,Arsenal,Everton,1,1,D,26,2,12,2,1.4,4.0,9.0,0607
28/10/06,Bolton,Man United,0,4,A,8,15,3,10,4.33,3.3,1.83,0607
28/10/06,Fulham,Wigan,0,1,A,4,15,1,7,2.1,3.25,3.4,0607
28/10/06,Liverpool,Aston Villa,3,1,H,19,7,6,5,1.53,3.6,6.5,0607
28/10/06,Newcastle,Charlton,0,0,D,20,8,10,4,1.8,3.3,4.5,0607
28/10/06,Portsmouth,Reading,3,1,H,18,8,12,4,1.8,3.3,4.5,0607
28/10/06,Sheffield United,Chelsea,0,2,A,6,10,2,7,12.0,4.5,1.3,0607
28/10/06,Watford,Tottenham,0,0,D,9,11,2,8,3.6,3.3,2.0,0607
29/10/06,West Ham,Blackburn,2,1,H,9,13,5,7,2.5,3.2,2.75,0607
30/10/06,Man City,Middlesbrough,1,0,H,14,4,5,0,2.37,3.1,3.0,0607
04/11/06,Bolton,Wigan,0,1,A,13,9,5,3,1.9,3.25,4.0,0607
04/11/06,Charlton,Man City,1,0,H,18,15,11,9,2.3,3.1,3.1,0607
04/11/06,Fulham,Everton,1,0,H,5,5,3,3,2.8,3.1,2.5,0607
04/11/06,Liverpool,Reading,2,0,H,21,5,10,2,1.33,4.5,9.5,0607
04/11/06,Man United,Portsmouth,3,0,H,18,8,11,5,1.3,5.0,9.0,0607
04/11/06,Newcastle,Sheffield United,0,1,A,11,12,3,6,1.72,3.4,5.0,0607
04/11/06,Watford,Middlesbrough,2,0,H,14,5,6,2,2.6,3.0,2.8,0607
05/11/06,Aston Villa,Blackburn,2,0,H,8,5,5,3,2.0,3.2,3.75,0607
05/11/06,Tottenham,Chelsea,2,1,H,8,17,3,10,5.0,3.4,1.72,0607
05/11/06,West Ham,Arsenal,1,0,H,11,11,5,5,5.5,3.6,1.61,0607
11/11/06,Blackburn,Man United,0,1,A,9,14,4,7,5.5,3.6,1.61,0607
11/11/06,Chelsea,Watford,4,0,H,14,2,8,1,1.12,7.0,23.0,0607
11/11/06,Everton,Aston Villa,0,1,A,10,17,4,9,2.0,3.2,3.75,0607
11/11/06,Man City,Newcastle,0,0,D,15,8,8,3,2.1,3.2,3.5,0607
11/11/06,Middlesbrough,West Ham,1,0,H,11,11,8,7,2.2,3.2,3.25,0607
11/11/06,Portsmouth,Fulham,1,1,D,23,7,12,4,1.83,3.3,4.33,0607
11/11/06,Sheffield United,Bolton,2,2,D,8,6,4,4,2.9,3.2,2.37,0607
11/11/06,Wigan,Charlton,3,2,H,8,7,5,4,1.9,3.25,4.0,0607
12/11/06,Arsenal,Liverpool,3,0,H,7,10,7,4,2.0,3.2,3.75,0607
12/11/06,Reading,Tottenham,3,1,H,8,9,4,3,3.1,3.2,2.25,0607
18/11/06,Arsenal,Newcastle,1,1,D,23,2,10,1,1.25,5.0,13.0,0607
18/11/06,Chelsea,West Ham,1,0,H,19,7,9,1,1.18,5.75,17.0,0607
18/11/06,Everton,Bolton,1,0,H,9,13,2,2,2.4,3.2,2.87,0607
18/11/06,Man City,Fulham,3,1,H,15,7,7,2,2.1,3.2,3.5,0607
18/11/06,Middlesbrough,Liverpool,0,0,D,1,17,1,10,3.75,3.2,2.0,0607
18/11/06,Portsmouth,Watford,2,1,H,17,8,11,4,1.61,3.6,5.5,0607
18/11/06,Reading,Charlton,2,0,H,11,4,4,2,1.9,3.25,4.0,0607
18/11/06,Sheffield United,Man United,1,2,A,5,22,3,15,9.0,4.33,1.36,0607
19/11/06,Blackburn,Tottenham,1,1,D,6,13,3,5,2.4,3.2,2.87,0607
19/11/06,Wigan,Aston Villa,0,0,D,14,7,5,3,2.37,3.2,2.9,0607
25/11/06,Aston Villa,Middlesbrough,1,1,D,11,9,4,4,1.8,3.3,4.5,0607
25/11/06,Bolton,Arsenal,3,1,H,10,14,8,7,3.6,3.3,2.0,0607
25/11/06,Charlton,Everton,1,1,D,16,9,8,6,2.7,3.25,2.5,0607
25/11/06,Fulham,Reading,0,1,A,10,8,4,2,2.2,3.1,3.3,0607
25/11/06,Liverpool,Man City,1,0,H,12,6,6,2,1.44,3.75,8.5,0607
25/11/06,West Ham,Sheffield United,1,0,H,12,13,7,5,1.8,3.3,4.5,0607
26/11/06,Man United,Chelsea,1,1,D,8,13,5,7,2.5,3.1,2.8,0607
26/11/06,Newcastle,Portsmouth,1,0,H,13,7,10,2,2.3,3.1,3.1,0607
26/11/06,Tottenham,Wigan,3,1,H,11,10,6,5,1.8,3.3,4.5,0607
28/11/06,Watford,Sheffield United,0,1,A,9,17,6,7,2.2,3.1,3.3,0607
29/11/06,Aston Villa,Man City,1,3,A,6,11,4,8,1.83,3.3,4.33,0607
29/11/06,Bolton,Chelsea,0,1,A,9,16,3,10,5.0,3.6,1.66,0607
29/11/06,Fulham,Arsenal,2,1,H,13,7,7,2,6.0,3.6,1.57,0607
29/11/06,Liverpool,Portsmouth,0,0,D,15,3,4,1,1.44,4.0,7.5,0607
29/11/06,Man United,Everton,3,0,H,18,7,6,4,1.33,4.5,9.5,0607
02/12/06,Arsenal,Tottenham,3,0,H,6,7,5,4,1.66,3.5,5.0,0607
02/12/06,Blackburn,Fulham,2,0,H,10,4,6,2,1.9,3.25,4.0,0607
02/12/06,Middlesbrough,Man United,1,2,A,13,11,5,7,6.0,3.6,1.57,0607
02/12/06,Portsmouth,Aston Villa,2,2,D,18,8,6,4,2.2,3.2,3.25,0607
02/12/06,Reading,Bolton,1,0,H,10,12,3,7,2.4,3.2,2.87,0607
02/12/06,Sheffield United,Charlton,2,1,H,26,8,10,4,2.2,3.1,3.3,0607
02/12/06,Wigan,Liverpool,0,4,A,15,9,6,6,3.75,3.2,2.0,0607
03/12/06,Everton,West Ham,2,0,H,8,16,5,11,1.9,3.25,4.0,0607
04/12/06,Man City,Watford,0,0,D,14,6,12,4,1.57,3.6,6.0,0607
05/12/06,Charlton,Blackburn,1,0,H,13,5,10,3,2.5,3.1,2.8,0607
05/12/06,Tottenham,Middlesbrough,2,1,H,22,6,11,3,1.72,3.4,5.0,0607
06/12/06,Newcastle,Reading,3,2,H,14,14,8,5,1.9,3.25,4.0,0607
06/12/06,West Ham,Wigan,0,2,A,13,9,6,4,2.0,3.3,3.6,0607
09/12/06,Blackburn,Newcastle,1,3,A,13,16,7,8,2.15,3.25,3.4,0607
09/12/06,Bolton,West Ham,4,0,H,17,3,10,1,1.75,3.3,5.0,0607
09/12/06,Liverpool,Fulham,4,0,H,32,5,19,3,1.33,4.5,9.5,0607
09/12/06,Man United,Man City,3,1,H,20,15,11,7,1.36,4.33,9.0,0607
09/12/06,Middlesbrough,Wigan,1,1,D,13,8,7,3,2.05,3.2,3.6,0607
09/12/06,Portsmouth,Everton,2,0,H,13,12,8,5,2.2,3.2,3.25,0607
09/12/06,Tottenham,Charlton,5,1,H,13,12,9,3,1.53,4.0,6.0,0607
09/12/06,Watford,Reading,0,0,D,8,6,5,1,2.6,3.2,2.62,0607
10/12/06,Chelsea,Arsenal,1,1,D,20,11,7,4,1.72,3.4,5.0,0607
11/12/06,Sheffield United,Aston Villa,2,2,D,16,7,10,5,2.62,3.2,2.6,0607
13/12/06,Chelsea,Newcastle,1,0,H,15,6,8,1,1.2,6.0,13.0,0607
13/12/06,Wigan,Arsenal,0,1,A,15,9,7,3,4.75,3.5,1.72,0607
16/12/06,Arsenal,Portsmouth,2,2,D,14,7,8,5,1.4,4.33,7.5,0607
16/12/06,Aston Villa,Bolton,0,1,A,15,7,9,3,2.4,3.2,2.87,0607
16/12/06,Charlton,Liverpool,0,3,A,7,22,2,10,6.0,3.8,1.53,0607
16/12/06,Newcastle,Watford,2,1,H,11,11,6,8,1.72,3.4,5.0,0607
16/12/06,Reading,Blackburn,1,2,A,10,10,5,7,2.1,3.25,3.4,0607
16/12/06,Wigan,Sheffield United,0,1,A,14,11,6,7,1.8,3.4,4.33,0607
17/12/06,Everton,Chelsea,2,3,A,3,18,1,9,5.5,3.8,1.57,0607
17/12/06,Man City,Tottenham,1,2,A,10,11,4,7,2.5,3.2,2.75,0607
17/12/06,West Ham,Man United,1,0,H,10,19,4,11,6.5,4.0,1.44,0607
18/12/06,Fulham,Middlesbrough,2,1,H,11,16,6,10,2.25,3.2,3.1,0607
23/12/06,Arsenal,Blackburn,6,2,H,18,11,12,7,1.33,4.5,9.5,0607
23/12/06,Aston Villa,Man United,0,3,A,11,14,3,10,5.5,3.6,1.61,0607
23/12/06,Fulham,West Ham,0,0,D,11,13,7,4,2.37,3.25,2.87,0607
23/12/06,Liverpool,Watford,2,0,H,15,7,10,4,1.2,6.0,13.0,0607
23/12/06,Man City,Bolton,0,2,A,5,9,3,3,2.4,3.25,2.87,0607
23/12/06,Middlesbrough,Charlton,2,0,H,16,8,9,6,1.72,3.4,5.0,0607
23/12/06,Newcastle,Tottenham,3,1,H,12,17,9,6,2.5,3.2,2.75,0607
23/12/06,Portsmouth,Sheffield United,3,1,H,13,11,6,6,1.66,3.6,5.0,0607
23/12/06,Reading,Everton,0,2,A,11,10,7,7,2.3,3.25,3.0,0607
23/12/06,Wigan,Chelsea,2,3,A,14,8,6,5,7.5,4.33,1.4,0607
26/12/06,Blackburn,Liverpool,1,0,H,8,18,4,12,4.2,3.4,1.83,0607
26/12/06,Bolton,Newcastle,2,1,H,10,10,7,5,1.9,3.3,4.0,0607
26/12/06,Chelsea,Reading,2,2,D,16,6,5,1,1.18,6.0,15.0,0607
26/12/06,Everton,Middlesbrough,0,0,D,10,7,4,2,1.83,3.25,4.5,0607
26/12/06,Man United,Wigan,3,1,H,17,6,8,3,1.18,6.0,15.0,0607
26/12/06,Sheffield United,Man City,0,1,A,19,11,13,8,2.3,3.25,3.0,0607
26/12/06,Tottenham,Aston Villa,2,1,H,12,9,10,7,1.8,3.2,4.75,0607
26/12/06,Watford,Arsenal,1,2,A,6,16,3,8,8.0,4.2,1.4,0607
26/12/06,West Ham,Portsmouth,1,2,A,14,12,7,6,2.25,3.2,3.1,0607
27/12/06,Charlton,Fulham,2,2,D,12,15,7,9,2.5,3.25,2.7,0607
30/12/06,Blackburn,Middlesbrough,2,1,H,14,8,7,5,2.0,3.2,3.75,0607
30/12/06,Bolton,Portsmouth,3,2,H,12,14,7,7,2.0,3.2,3.75,0607
30/12/06,Charlton,Aston Villa,2,1,H,14,6,8,2,2.6,3.2,2.62,0607
30/12/06,Chelsea,Fulham,2,2,D,15,11,4,6,1.14,6.5,21.0,0607
30/12/06,Everton,Newcastle,3,0,H,16,7,9,3,2.1,3.25,3.4,0607
30/12/06,Man United,Reading,3,2,H,28,7,12,3,1.2,6.0,13.0,0607
30/12/06,Sheffield United,Arsenal,1,0,H,11,9,5,4,6.0,4.0,1.5,0607
30/12/06,Tottenham,Liverpool,0,1,A,9,10,3,5,2.6,3.2,2.62,0607
30/12/06,West Ham,Man City,0,1,A,12,7,6,5,2.1,3.2,3.5,0607
01/01/07,Fulham,Watford,0,0,D,16,13,4,5,1.66,3.4,5.5,0607
01/01/07,Liverpool,Bolton,3,0,H,19,1,9,0,1.61,3.4,6.0,0607
01/01/07,Man City,Everton,2,1,H,11,15,7,5,2.37,3.2,2.9,0607
01/01/07,Middlesbrough,Sheffield United,3,1,H,13,6,7,3,1.8,3.4,4.5,0607
01/01/07,Newcastle,Man United,2,2,D,8,20,8,8,6.5,3.75,1.53,0607
01/01/07,Portsmouth,Tottenham,1,1,D,15,9,9,7,2.4,3.2,2.87,0607
01/01/07,Reading,West Ham,6,0,H,18,9,9,3,2.1,3.2,3.5,0607
01/01/07,Wigan,Blackburn,0,3,A,14,8,5,5,2.37,3.2,2.9,0607
02/01/07,Arsenal,Charlton,4,0,H,16,4,10,2,1.22,5.5,13.0,0607
02/01/07,Aston Villa,Chelsea,0,0,D,4,22,2,12,6.5,3.75,1.53,0607
13/01/07,Blackburn,Arsenal,0,2,A,13,6,7,4,4.2,3.4,1.83,0607
13/01/07,Bolton,Man City,0,0,D,8,7,4,0,1.8,3.25,4.75,0607
13/01/07,Charlton,Middlesbrough,1,3,A,16,12,9,9,2.5,3.2,2.75,0607
13/01/07,Chelsea,Wigan,4,0,H,12,2,6,1,1.2,6.0,13.0,0607
13/01/07,Man United,Aston Villa,3,1,H,27,7,17,5,1.25,5.5,11.0,0607
13/01/07,Sheffield United,Portsmouth,1,1,D,6,13,3,6,2.6,3.2,2.62,0607
13/01/07,Watford,Liverpool,0,3,A,8,22,4,13,6.5,3.75,1.53,0607
13/01/07,West Ham,Fulham,3,3,D,10,9,7,6,2.1,3.3,3.4,0607
14/01/07,Everton,Reading,1,1,D,14,7,7,3,2.0,3.2,3.75,0607
14/01/07,Tottenham,Newcastle,2,3,A,25,12,17,7,1.8,3.4,4.5,0607
20/01/07,Aston Villa,Watford,2,0,H,17,11,6,6,1.57,3.6,6.0,0607
20/01/07,Fulham,Tottenham,1,1,D,9,9,3,4,2.87,3.2,2.4,0607
20/01/07,Liverpool,Chelsea,2,0,H,17,11,8,3,2.87,3.0,2.5,0607
20/01/07,Man City,Blackburn,0,3,A,13,12,9,5,2.25,3.2,3.1,0607
20/01/07,Middlesbrough,Bolton,5,1,H,10,11,5,5,2.5,3.2,2.75,0607
20/01/07,Newcastle,West Ham,2,2,D,14,12,7,7,1.8,3.4,4.33,0607
20/01/07,Portsmouth,Charlton,0,1,A,9,8,3,5,1.57,3.8,5.5,0607
20/01/07,Reading,Sheffield United,3,1,H,17,4,10,1,1.83,3.3,4.33,0607
21/01/07,Arsenal,Man United,2,1,H,18,10,11,6,2.5,3.1,2.8,0607
21/01/07,Wigan,Everton,0,2,A,13,8,6,5,2.5,3.2,2.75,0607
23/01/07,Watford,Blackburn,2,1,H,15,15,7,3,3.4,3.25,2.1,0607
30/01/07,Portsmouth,Middlesbrough,0,0,D,15,3,4,3,1.9,3.3,4.0,0607
30/01/07,Reading,Wigan,3,2,H,19,21,12,14,1.8,3.3,4.5,0607
30/01/07,Sheffield United,Fulham,2,0,H,16,7,8,0,2.4,3.2,2.87,0607
30/01/07,West Ham,Liverpool,1,2,A,13,15,6,9,5.0,3.6,1.66,0607
31/01/07,Bolton,Charlton,1,1,D,12,4,7,2,1.5,4.0,6.0,0607
31/01/07,Chelsea,Blackburn,3,0,H,18,6,15,4,1.28,5.0,10.0,0607
31/01/07,Man United,Watford,4,0,H,21,2,10,1,1.14,7.0,17.0,0607
31/01/07,Newcastle,Aston Villa,3,1,H,8,14,4,9,2.1,3.2,3.5,0607
03/02/07,Aston Villa,West Ham,1,0,H,17,7,6,2,1.83,3.3,4.33,0607
03/02/07,Blackburn,Sheffield United,2,1,H,11,11,6,5,1.72,3.5,4.75,0607
03/02/07,Charlton,Chelsea,0,1,A,8,17,5,8,8.0,4.5,1.36,0607
03/02/07,Fulham,Newcastle,2,1,H,15,8,9,4,2.3,3.25,3.0,0607
03/02/07,Liverpool,Everton,0,0,D,25,6,10,4,1.57,3.6,6.0,0607
03/02/07,Man City,Reading,0,2,A,16,7,7,3,2.2,3.2,3.25,0607
03/02/07,Middlesbrough,Arsenal,1,1,D,3,11,1,4,4.33,3.4,1.8,0607
03/02/07,Watford,Bolton,0,1,A,7,7,3,4,3.25,3.2,2.2,0607
03/02/07,Wigan,Portsmouth,1,0,H,15,5,8,4,2.6,3.1,2.7,0607
04/02/07,Tottenham,Man United,0,4,A,10,12,5,7,4.75,3.5,1.72,0607
10/02/07,Chelsea,Middlesbrough,3,0,H,15,3,5,0,1.28,5.0,10.0,0607
10/02/07,Everton,Blackburn,1,0,H,15,8,8,4,2.1,3.2,3.5,0607
10/02/07,Man United,Charlton,2,0,H,18,8,11,2,1.14,7.0,19.0,0607
10/02/07,Newcastle,Liverpool,2,1,H,7,13,3,9,3.8,3.4,1.9,0607
10/02/07,Portsmouth,Man City,2,1,H,17,6,10,3,1.9,3.25,4.0,0607
10/02/07,Reading,Aston Villa,2,0,H,12,17,9,7,2.1,3.2,3.5,0607
10/02/07,Sheffield United,Tottenham,2,1,H,16,6,5,1,2.8,3.25,2.4,0607
10/02/07,West Ham,Watford,0,1,A,23,8,10,5,1.83,3.3,4.33,0607
11/02/07,Arsenal,Wigan,2,1,H,10,8,3,2,1.25,5.0,13.0,0607
11/02/07,Bolton,Fulham,2,1,H,7,7,4,6,1.66,3.6,5.0,0607
21/02/07,Everton,Tottenham,1,2,A,10,8,3,4,2.3,3.25,3.0,0607
21/02/07,Watford,Wigan,1,1,D,10,16,6,13,2.4,3.25,2.8,0607
24/02/07,Charlton,West Ham,4,0,H,12,11,5,8,2.3,3.25,3.0,0607
24/02/07,Fulham,Man United,1,2,A,16,16,6,8,7.5,4.33,1.4,0607
24/02/07,Liverpool,Sheffield United,4,0,H,8,6,4,2,1.3,4.75,8.5,0607
24/02/07,Middlesbrough,Reading,2,1,H,9,10,6,4,2.25,3.2,3.1,0607
24/02/07,Watford,Everton,0,3,A,11,13,3,5,3.1,3.2,2.25,0607
25/02/07,Blackburn,Portsmouth,3,0,H,13,13,11,6,2.3,3.1,3.1,0607
25/02/07,Tottenham,Bolton,4,1,H,14,10,10,6,2.1,3.25,3.4,0607
25/02/07,Wigan,Newcastle,1,0,H,7,5,4,2,2.5,3.25,2.7,0607
03/03/07,Arsenal,Reading,2,1,H,16,7,9,4,1.5,3.75,7.0,0607
03/03/07,Fulham,Aston Villa,1,1,D,13,9,7,4,2.37,3.2,2.9,0607
03/03/07,Liverpool,Man United,0,1,A,15,5,8,3,2.6,3.1,2.7,0607
03/03/07,Man City,Wigan,0,1,A,4,9,3,5,2.0,3.2,3.75,0607
03/03/07,Newcastle,Middlesbrough,0,0,D,11,7,8,4,2.0,3.2,3.75,0607
03/03/07,Portsmouth,Chelsea,0,2,A,8,10,5,5,6.0,3.75,1.5,0607
03/03/07,Sheffield United,Everton,1,1,D,8,7,6,2,2.6,3.2,2.62,0607
03/03/07,Watford,Charlton,2,2,D,14,13,10,5,2.5,3.1,2.8,0607
04/03/07,Bolton,Blackburn,1,2,A,15,10,10,2,2.0,3.2,3.75,0607
04/03/07,West Ham,Tottenham,3,4,A,12,12,6,7,3.2,3.25,2.2,0607
14/03/07,Aston Villa,Arsenal,0,1,A,11,10,6,5,3.6,3.3,2.0,0607
14/03/07,Man City,Chelsea,0,1,A,8,5,2,3,7.0,3.75,1.5,0607
17/03/07,Blackburn,West Ham,1,2,A,9,10,3,7,1.72,3.5,4.75,0607
17/03/07,Chelsea,Sheffield United,3,0,H,13,7,8,4,1.16,6.5,15.0,0607
17/03/07,Man United,Bolton,4,1,H,15,7,7,0,1.3,5.0,9.0,0607
17/03/07,Middlesbrough,Man City,0,2,A,11,14,5,8,1.95,3.3,3.8,0607
17/03/07,Reading,Portsmouth,0,0,D,5,10,0,5,2.0,3.3,3.6,0607
17/03/07,Tottenham,Watford,3,1,H,17,2,11,2,1.4,4.0,7.0,0607
17/03/07,Wigan,Fulham,0,0,D,6,3,3,0,2.1,3.25,3.4,0607
18/03/07,Aston Villa,Liverpool,0,0,D,9,7,3,3,4.0,3.25,1.9,0607
18/03/07,Charlton,Newcastle,2,0,H,10,12,4,6,2.4,3.25,2.8,0607
18/03/07,Everton,Arsenal,1,0,H,11,18,4,9,3.1,3.3,2.2,0607
31/03/07,Bolton,Sheffield United,1,0,H,19,7,12,4,1.61,3.6,5.5,0607
31/03/07,Charlton,Wigan,1,0,H,4,6,1,1,2.1,3.25,3.4,0607
