datetime,home,away,homegoals,awaygoals,home_xG,away_xG,data_quality_flag
2023-09-23 14:00:00,Manchester City,Nottingham Forest,2,0,1.33984,0.729109,True
2023-09-23 14:00:00,Crystal Palace,Fulham,0,0,0.37236,0.542678,True
2023-09-23 16:30:00,Brentford,Everton,1,3,1.57402,2.51497,True
2023-09-23 19:00:00,Burnley,Manchester United,0,1,0.935444,0.840273,True
2023-09-24 13:00:00,Chelsea,Aston Villa,0,1,1.19716,1.13479,True
2023-09-24 13:00:00,Brighton,Bournemouth,3,1,2.14533,1.58984,True
2023-09-24 13:00:00,Arsenal,Tottenham,2,2,2.3429,2.21166,True
2023-09-24 13:00:00,Liverpool,West Ham,3,1,4.14262,1.53878,True
2023-09-24 15:30:00,Sheffield United,Newcastle United,0,8,0.579392,5.1082,True
2023-09-30 11:30:00,Aston Villa,Brighton,6,1,1.90746,1.72819,True
2023-09-30 14:00:00,Everton,Luton,1,2,3.65377,1.5102,True
2023-09-30 14:00:00,Manchester United,Crystal Palace,0,1,1.55408,1.19015,True
2023-09-30 14:00:00,Newcastle United,Burnley,2,0,3.08516,0.801849,True
2023-09-30 14:00:00,Bournemouth,Arsenal,0,4,0.644443,4.0742,True
2023-09-30 14:00:00,West Ham,Sheffield United,2,0,3.19753,0.911997,True
2023-09-30 14:00:00,Wolverhampton Wanderers,Manchester City,2,1,0.673985,0.98075,True
2023-09-30 16:30:00,Tottenham,Liverpool,2,1,2.18823,1.12299,True
2023-10-01 13:00:00,Nottingham Forest,Brentford,1,1,0.800317,1.75862,True
2023-10-02 19:00:00,Fulham,Chelsea,0,2,0.889383,1.98461,True
2023-10-03 18:30:00,Luton,Burnley,1,2,1.53058,0.920206,True
2023-10-07 11:30:00,Luton,Tottenham,0,1,0.848118,2.37947,True
2023-10-07 14:00:00,Burnley,Chelsea,1,4,0.956642,1.97566,True
2023-10-07 14:00:00,Everton,Bournemouth,3,0,3.16482,0.981732,True
2023-10-07 14:00:00,Fulham,Sheffield United,3,1,2.26612,0.251809,True
2023-10-07 14:00:00,Manchester United,Brentford,2,1,1.29356,1.02509,True
2023-10-07 16:30:00,Crystal Palace,Nottingham Forest,0,0,0.982452,1.22105,True
2023-10-08 13:00:00,Brighton,Liverpool,2,2,2.23187,2.51029,True
2023-10-08 13:00:00,West Ham,Newcastle United,2,2,0.931345,1.97865,True
2023-10-08 13:00:00,Wolverhampton Wanderers,Aston Villa,1,1,1.76232,1.81618,True
2023-10-08 15:30:00,Arsenal,Manchester City,1,0,0.386558,0.858071,True
2023-10-21 11:30:00,Liverpool,Everton,2,0,2.28568,0.0937725,True
2023-10-21 14:00:00,Bournemouth,Wolverhampton Wanderers,1,2,1.01839,2.30454,True
2023-10-21 14:00:00,Brentford,Burnley,3,0,3.15685,0.693129,True
2023-10-21 14:00:00,Manchester City,Brighton,2,1,0.962509,0.963733,True
2023-10-21 14:00:00,Newcastle United,Crystal Palace,4,0,3.73336,1.08795,True
2023-10-21 14:00:00,Nottingham Forest,Luton,2,2,3.27549,1.49555,True
2023-10-21 16:30:00,Chelsea,Arsenal,2,2,1.71838,1.05791,True
2023-10-21 19:00:00,Sheffield United,Manchester United,1,2,1.41074,1.46187,True
2023-10-22 15:30:00,Aston Villa,West Ham,4,1,2.34143,0.659622,True
2023-10-23 19:00:00,Tottenham,Fulham,2,0,1.63523,0.745838,True
2023-10-27 19:00:00,Crystal Palace,Tottenham,1,2,0.561834,0.989103,True
2023-10-28 11:30:00,Chelsea,Brentford,0,2,1.71801,2.48137,True
2023-10-28 14:00:00,Bournemouth,Burnley,2,1,1.10052,0.90255,True
2023-10-28 14:00:00,Arsenal,Sheffield United,5,0,3.03496,0.0281554,True
2023-10-28 16:30:00,Wolverhampton Wanderers,Newcastle United,2,2,0.863393,2.31987,True
2023-10-29 13:00:00,West Ham,Everton,0,1,0.618578,0.733813,True
2023-10-29 14:00:00,Aston Villa,Luton,3,1,3.07654,0.453117,True
2023-10-29 14:00:00,Brighton,Fulham,1,1,1.31996,0.552523,True
2023-10-29 14:00:00,Liverpool,Nottingham Forest,3,0,2.70428,0.642014,True
2023-10-29 15:30:00,Manchester United,Manchester City,0,3,0.714628,4.54595,True
2023-11-04 12:30:00,Fulham,Manchester United,0,1,1.18241,0.697095,True
2023-11-04 15:00:00,Brentford,West Ham,3,2,1.82944,1.75505,True
2023-11-04 15:00:00,Burnley,Crystal Palace,0,2,1.4998,1.43653,True
2023-11-04 15:00:00,Everton,Brighton,1,1,0.617607,0.442489,True
2023-11-04 15:00:00,Manchester City,Bournemouth,6,1,2.39949,0.643127,True
2023-11-04 15:00:00,Sheffield United,Wolverhampton Wanderers,2,1,1.10165,1.14803,True
2023-11-04 17:30:00,Newcastle United,Arsenal,1,0,1.12355,0.535473,True
2023-11-05 14:00:00,Nottingham Forest,Aston Villa,2,0,0.592447,1.33116,True
2023-11-05 16:30:00,Luton,Liverpool,1,1,1.3411,3.03925,True
2023-11-06 20:00:00,Tottenham,Chelsea,1,4,0.959108,4.05865,True
2023-11-11 12:30:00,Wolverhampton Wanderers,Tottenham,2,1,1.90884,0.432315,True
2023-11-11 15:00:00,Arsenal,Burnley,3,1,2.63194,0.327706,True
2023-11-11 15:00:00,Crystal Palace,Everton,2,3,1.89194,1.7904,True
2023-11-11 15:00:00,Manchester United,Luton,1,0,2.74105,0.408265,True
2023-11-11 17:30:00,Bournemouth,Newcastle United,2,0,2.78424,0.306141,True
2023-11-12 14:00:00,Aston Villa,Fulham,3,1,2.86039,0.648745,True
2023-11-12 14:00:00,Brighton,Sheffield United,1,1,1.08601,0.84434,True
2023-11-12 14:00:00,Liverpool,Brentford,3,0,1.56004,1.44954,True
2023-11-12 14:00:00,West Ham,Nottingham Forest,3,2,2.06402,1.42128,True
2023-11-12 16:30:00,Chelsea,Manchester City,4,4,3.47238,3.19324,True
2023-11-25 12:30:00,Manchester City,Liverpool,1,1,1.79622,0.766278,True
2023-11-25 15:00:00,Burnley,West Ham,1,2,1.44228,1.36963,True
2023-11-25 15:00:00,Luton,Crystal Palace,2,1,0.996153,1.83546,True
2023-11-25 15:00:00,Newcastle United,Chelsea,4,1,2.15227,0.968061,True
2023-11-25 15:00:00,Nottingham Forest,Brighton,2,3,2.22655,1.21792,True
2023-11-25 15:00:00,Sheffield United,Bournemouth,1,3,0.816227,3.13975,True
2023-11-25 17:30:00,Brentford,Arsenal,0,1,1.66315,1.82699,True
2023-11-26 14:00:00,Tottenham,Aston Villa,1,2,2.22542,2.39755,True
2023-11-26 16:30:00,Everton,Manchester United,0,3,2.49764,2.07334,True
2023-11-27 20:00:00,Fulham,Wolverhampton Wanderers,3,2,2.49057,1.57875,True
2023-12-02 15:00:00,Arsenal,Wolverhampton Wanderers,2,1,3.30368,1.07886,True
2023-12-02 15:00:00,Brentford,Luton,3,1,3.25952,0.227176,True
2023-12-02 15:00:00,Burnley,Sheffield United,5,0,2.60469,0.618131,True
2023-12-02 17:30:00,Nottingham Forest,Everton,0,1,0.673085,0.623789,True
2023-12-02 20:00:00,Newcastle United,Manchester United,1,0,2.90191,0.422674,True
2023-12-03 14:00:00,Bournemouth,Aston Villa,2,2,2.54937,0.89511,True
2023-12-03 14:00:00,Chelsea,Brighton,3,2,1.66304,0.855058,True
2023-12-03 14:00:00,Liverpool,Fulham,4,3,2.72831,1.51005,True
2023-12-03 14:00:00,West Ham,Crystal Palace,1,1,1.1466,0.987682,True
2023-12-03 16:30:00,Manchester City,Tottenham,3,3,2.90729,0.433077,True
2023-12-05 19:30:00,Wolverhampton Wanderers,Burnley,1,0,1.11886,0.781542,True
2023-12-05 20:15:00,Luton,Arsenal,3,4,0.526254,2.58815,True
2023-12-06 19:30:00,Brighton,Brentford,2,1,1.54099,1.22007,True
2023-12-06 19:30:00,Fulham,Nottingham Forest,5,0,3.09427,0.218659,True
2023-12-06 19:30:00,Sheffield United,Liverpool,0,2,0.834172,1.80116,True
2023-12-06 19:30:00,Crystal Palace,Bournemouth,0,2,1.26441,1.79997,True
2023-12-06 20:15:00,Aston Villa,Manchester City,1,0,2.1922,1.00198,True
2023-12-06 20:15:00,Manchester United,Chelsea,2,1,4.03949,2.3512,True
2023-12-07 19:30:00,Everton,Newcastle United,3,0,2.95393,1.29564,True
2023-12-07 20:15:00,Tottenham,West Ham,1,2,1.61268,1.7409,True
2023-12-09 12:30:00,Crystal Palace,Liverpool,1,2,1.79152,1.3708,True
2023-12-09 15:00:00,Brighton,Burnley,1,1,2.96247,1.05162,True
2023-12-09 15:00:00,Manchester United,Bournemouth,0,3,1.11296,1.9742,True
2023-12-09 15:00:00,Sheffield United,Brentford,1,0,0.841976,0.644638,True
2023-12-09 15:00:00,Wolverhampton Wanderers,Nottingham Forest,1,1,1.02199,1.21801,True
2023-12-09 17:30:00,Aston Villa,Arsenal,1,0,0.628499,1.71667,True
2023-12-10 14:00:00,Everton,Chelsea,2,0,1.11437,0.885512,True
2023-12-10 14:00:00,Fulham,West Ham,5,0,2.1884,0.983,True
2023-12-10 14:00:00,Luton,Manchester City,1,2,0.689037,2.23353,True
2023-12-10 16:30:00,Tottenham,Newcastle United,4,1,4.40118,1.61368,True
2023-12-15 20:00:00,Nottingham Forest,Tottenham,0,2,1.70569,1.60738,True
2023-12-16 15:00:00,Chelsea,Sheffield United,2,0,3.27322,0.44014,True
2023-12-16 15:00:00,Manchester City,Crystal Palace,2,2,2.41646,1.64977,True
2023-12-16 15:00:00,Newcastle United,Fulham,3,0,4.27933,0.471042,True
2023-12-16 17:30:00,Burnley,Everton,0,2,0.811435,2.22305,True
2023-12-17 14:00:00,Arsenal,Brighton,2,0,2.76976,0.663054,True
2023-12-17 14:00:00,Brentford,Aston Villa,1,2,0.796812,1.4664,True
2023-12-17 14:00:00,West Ham,Wolverhampton Wanderers,3,0,1.03828,0.556206,True
2023-12-17 16:30:00,Liverpool,Manchester United,0,0,1.97111,0.632715,True
2023-12-21 20:00:00,Crystal Palace,Brighton,1,1,1.65409,1.33653,True
2023-12-22 20:00:00,Aston Villa,Sheffield United,1,1,1.21861,0.646159,True
2023-12-23 12:30:00,West Ham,Manchester United,2,0,1.51468,0.730496,True
2023-12-23 15:00:00,Fulham,Burnley,0,2,1.38096,0.41714,True
2023-12-23 15:00:00,Luton,Newcastle United,1,0,1.81844,1.41488,True
2023-12-23 15:00:00,Nottingham Forest,Bournemouth,2,3,0.791806,1.89067,True
2023-12-23 15:00:00,Tottenham,Everton,2,1,1.57527,1.98385,True
2023-12-23 17:30:00,Liverpool,Arsenal,1,1,0.982901,0.851681,True
2023-12-24 13:00:00,Wolverhampton Wanderers,Chelsea,2,1,1.74626,1.75447,True
2023-12-26 12:30:00,Newcastle United,Nottingham Forest,1,3,2.79106,3.1074,True
2023-12-26 15:00:00,Bournemouth,Fulham,3,0,2.07911,0.324365,True
2023-12-26 15:00:00,Sheffield United,Luton,2,3,3.61788,0.715575,True
2023-12-26 17:30:00,Burnley,Liverpool,0,2,0.972389,1.68451,True
2023-12-26 20:00:00,Manchester United,Aston Villa,3,2,1.20104,1.83637,True
2023-12-27 19:30:00,Brentford,Wolverhampton Wanderers,1,4,2.59347,1.89483,True
2023-12-27 19:30:00,Chelsea,Crystal Palace,2,1,2.73005,0.958077,True
2023-12-27 20:15:00,Everton,Manchester City,1,3,1.23529,2.28321,True
2023-12-28 19:30:00,Brighton,Tottenham,4,2,3.84702,2.06955,True
2023-12-28 20:15:00,Arsenal,West Ham,0,2,2.7884,1.59711,True
2023-12-30 12:30:00,Luton,Chelsea,2,3,2.64093,1.57463,True
2023-12-30 15:00:00,Aston Villa,Burnley,3,2,2.92587,1.11923,True
2023-12-30 15:00:00,Crystal Palace,Brentford,3,1,1.61057,1.28731,True
2023-12-30 15:00:00,Manchester City,Sheffield United,2,0,2.24229,0.263211,True
2023-12-30 15:00:00,Wolverhampton Wanderers,Everton,3,0,2.64477,0.519641,True
2023-12-30 17:30:00,Nottingham Forest,Manchester United,2,1,0.744348,0.651905,True
2023-12-31 14:00:00,Fulham,Arsenal,2,1,1.52829,1.6591,True
2023-12-31 14:00:00,Tottenham,Bournemouth,3,1,2.15027,1.58229,True
2024-01-01 19:00:00,Liverpool,Newcastle United,4,2,6.67151,0.910974,True
2024-01-02 18:30:00,West Ham,Brighton,0,0,0.9831,2.1552,True
2024-01-12 19:45:00,Burnley,Luton,1,1,1.52023,0.965167,True
2024-01-13 12:30:00,Chelsea,Fulham,1,0,2.0456,0.697847,True
2024-01-13 17:30:00,Newcastle United,Manchester City,2,3,1.23638,2.55452,True
2024-01-14 14:00:00,Everton,Aston Villa,0,0,1.03664,1.3435,True
2024-01-14 16:30:00,Manchester United,Tottenham,2,2,0.923233,1.31224,True
2024-01-20 12:30:00,Arsenal,Crystal Palace,5,0,3.52167,0.288083,True
2024-01-20 17:30:00,Brentford,Nottingham Forest,3,2,1.94219,1.22251,True
2024-01-21 14:00:00,Sheffield United,West Ham,2,2,2.61362,2.4241,True
2024-01-21 16:30:00,Bournemouth,Liverpool,0,4,0.834585,1.53344,True
2024-01-22 19:45:00,Brighton,Wolverhampton Wanderers,0,0,1.3701,1.14116,True
2024-01-30 19:30:00,Nottingham Forest,Arsenal,1,2,0.631618,1.39143,True
2024-01-30 19:45:00,Fulham,Everton,0,0,2.37499,2.83317,True
2024-01-30 19:45:00,Luton,Brighton,4,0,3.63312,1.01366,True
2024-01-30 20:00:00,Crystal Palace,Sheffield United,3,2,1.1601,0.768467,True
2024-01-30 20:15:00,Aston Villa,Newcastle United,1,3,1.44485,3.3224,True
2024-01-31 19:30:00,Tottenham,Brentford,3,2,3.36194,1.59637,True
2024-01-31 19:30:00,Manchester City,Burnley,3,1,1.84756,1.49114,True
2024-01-31 20:15:00,Liverpool,Chelsea,4,1,3.6627,0.477972,True
2024-02-01 19:30:00,West Ham,Bournemouth,1,1,1.3128,1.13487,True
2024-02-01 20:15:00,Wolverhampton Wanderers,Manchester United,3,4,2.27609,3.22698,True
2024-02-03 12:30:00,Everton,Tottenham,2,2,3.25881,0.922371,True
2024-02-03 15:00:00,Brighton,Crystal Palace,4,1,1.92591,0.241137,True
2024-02-03 15:00:00,Burnley,Fulham,2,2,1.00428,1.28806,True
2024-02-03 15:00:00,Newcastle United,Luton,4,4,2.37353,2.67463,True
2024-02-03 17:30:00,Sheffield United,Aston Villa,0,5,1.52784,2.99015,True
2024-02-04 14:00:00,Bournemouth,Nottingham Forest,1,1,1.1895,0.456548,True
2024-02-04 14:00:00,Chelsea,Wolverhampton Wanderers,2,4,2.35967,2.48996,True
2024-02-04 14:00:00,Manchester United,West Ham,3,0,0.96721,1.1807,True
2024-02-04 16:30:00,Arsenal,Liverpool,3,1,2.8526,0.542052,True
2024-02-05 20:00:00,Brentford,Manchester City,1,3,0.865741,2.10785,True
2024-02-10 12:30:00,Manchester City,Everton,2,0,1.58971,0.192072,True
2024-02-10 15:00:00,Fulham,Bournemouth,3,1,1.7456,2.60612,True
2024-02-10 15:00:00,Liverpool,Burnley,3,1,3.14734,1.11123,True
2024-02-10 15:00:00,Luton,Sheffield United,1,3,1.76215,1.98283,True
2024-02-10 15:00:00,Tottenham,Brighton,2,1,2.10928,1.49285,True
2024-02-10 15:00:00,Wolverhampton Wanderers,Brentford,0,2,1.05781,1.84908,True
2024-02-10 17:30:00,Nottingham Forest,Newcastle United,2,3,0.968075,0.511375,True
2024-02-11 14:00:00,West Ham,Arsenal,0,6,0.191065,3.99893,True
2024-02-11 16:30:00,Aston Villa,Manchester United,1,2,2.64675,2.44591,True
2024-02-12 20:00:00,Crystal Palace,Chelsea,1,3,0.719516,1.26948,True
2024-02-17 12:30:00,Brentford,Liverpool,1,4,1.69518,3.08952,True
2024-02-17 15:00:00,Burnley,Arsenal,0,5,0.335143,2.20575,True
2024-02-17 15:00:00,Fulham,Aston Villa,1,2,1.41796,1.57297,True
2024-02-17 15:00:00,Newcastle United,Bournemouth,2,2,2.38425,2.08098,True
2024-02-17 15:00:00,Nottingham Forest,West Ham,2,0,2.66942,0.520016,True
2024-02-17 15:00:00,Tottenham,Wolverhampton Wanderers,1,2,1.59768,1.77591,True
2024-02-17 17:30:00,Manchester City,Chelsea,1,1,2.77713,1.82903,True
2024-02-18 14:00:00,Sheffield United,Brighton,0,5,0.586214,3.35549,True
2024-02-18 16:30:00,Luton,Manchester United,1,2,1.57234,3.58973,True
2024-02-19 20:00:00,Everton,Crystal Palace,1,1,2.44588,0.734685,True
2024-02-20 18:30:00,Manchester City,Brentford,1,0,2.53766,0.503799,True
2024-02-21 15:00:00,Liverpool,Luton,4,1,3.70302,0.956512,True
2024-02-24 15:00:00,Aston Villa,Nottingham Forest,4,2,3.48861,2.25569,True
2024-02-24 15:00:00,Brighton,Everton,1,1,1.6538,0.286655,True
2024-02-24 15:00:00,Crystal Palace,Burnley,3,0,2.41612,0.0760216,True
2024-02-24 15:00:00,Manchester United,Fulham,1,2,1.96036,1.1385,True
2024-02-24 17:30:00,Bournemouth,Manchester City,0,1,0.925889,1.79636,True
2024-02-24 20:00:00,Arsenal,Newcastle United,4,1,2.59336,0.217373,True
2024-02-25 13:30:00,Wolverhampton Wanderers,Sheffield United,1,0,1.21618,0.654342,True
2024-02-26 20:00:00,West Ham,Brentford,4,2,2.06873,1.33683,True
2024-03-02 15:00:00,Brentford,Chelsea,2,2,2.4732,2.1523,True
2024-03-02 15:00:00,Everton,West Ham,1,3,3.12075,2.17948,True
2024-03-02 15:00:00,Fulham,Brighton,3,0,1.37604,1.15198,True
2024-03-02 15:00:00,Newcastle United,Wolverhampton Wanderers,3,0,3.33495,0.507769,True
2024-03-02 15:00:00,Nottingham Forest,Liverpool,0,1,0.971466,1.32259,True
2024-03-02 15:00:00,Tottenham,Crystal Palace,3,1,2.6625,0.277887,True
2024-03-02 17:30:00,Luton,Aston Villa,2,3,2.43312,2.08586,True
2024-03-03 13:00:00,Burnley,Bournemouth,0,2,1.60461,1.43616,True
2024-03-03 15:30:00,Manchester City,Manchester United,3,1,2.64173,0.153764,True
2024-03-04 20:00:00,Sheffield United,Arsenal,0,6,0.201374,2.47294,True
2024-03-09 12:30:00,Manchester United,Everton,2,0,2.9016,1.8214,True
2024-03-09 15:00:00,Bournemouth,Sheffield United,2,2,3.92657,1.91752,True
2024-03-09 15:00:00,Crystal Palace,Luton,1,1,3.25103,1.08531,True
2024-03-09 15:00:00,Wolverhampton Wanderers,Fulham,2,1,1.29589,2.94155,True
2024-03-09 17:30:00,Arsenal,Brentford,2,1,1.59369,0.733239,True
2024-03-10 13:00:00,Aston Villa,Tottenham,0,4,1.23267,2.25381,True
2024-03-10 14:00:00,Brighton,Nottingham Forest,1,0,0.534518,0.687034,True
2024-03-10 14:00:00,West Ham,Burnley,2,2,1.87414,0.88131,True
2024-03-10 15:45:00,Liverpool,Manchester City,1,1,2.25492,1.37289,True
2024-03-11 20:00:00,Chelsea,Newcastle United,3,2,1.78315,0.568435,True
2024-03-13 19:30:00,Bournemouth,Luton,4,3,2.84403,2.79419,True
2024-03-16 15:00:00,Burnley,Brentford,2,1,2.69776,1.25123,True
2024-03-16 15:00:00,Luton,Nottingham Forest,1,1,0.853782,1.95268,True
2024-03-16 17:30:00,Fulham,Tottenham,3,0,2.47234,2.14564,True
2024-03-17 14:00:00,West Ham,Aston Villa,1,1,1.32829,0.911274,True
2024-03-30 12:30:00,Newcastle United,West Ham,4,3,3.80922,0.994584,True
2024-03-30 15:00:00,Bournemouth,Everton,2,1,1.39268,0.93378,True
2024-03-30 15:00:00,Chelsea,Burnley,2,2,4.46643,2.10422,True
2024-03-30 15:00:00,Nottingham Forest,Crystal Palace,1,1,0.784652,0.900972,True
2024-03-30 15:00:00,Sheffield United,Fulham,3,3,1.78824,1.10254,True
2024-03-30 15:00:00,Tottenham,Luton,2,1,2.46523,0.402402,True
2024-03-30 17:30:00,Aston Villa,Wolverhampton Wanderers,2,0,1.28271,1.66232,True
2024-03-30 20:00:00,Brentford,Manchester United,1,1,3.16487,0.989565,True
2024-03-31 14:00:00,Liverpool,Brighton,2,1,3.21149,0.43922,True
2024-03-31 16:30:00,Manchester City,Arsenal,0,0,1.22009,0.511402,True
2024-04-02 18:30:00,Nottingham Forest,Fulham,3,1,1.94619,1.04304,True
2024-04-02 18:30:00,Newcastle United,Everton,1,1,2.65009,1.69834,True
2024-04-02 18:45:00,Bournemouth,Crystal Palace,1,0,1.30969,0.174389,True
2024-04-02 18:45:00,Burnley,Wolverhampton Wanderers,1,1,1.12581,1.01021,True
2024-04-02 19:15:00,West Ham,Tottenham,1,1,1.47017,1.39423,True
2024-04-03 18:30:00,Arsenal,Luton,2,0,1.14384,0.292082,True
2024-04-03 18:30:00,Brentford,Brighton,0,0,0.423299,1.22404,True
2024-04-03 19:15:00,Manchester City,Aston Villa,4,1,3.87704,1.18643,True
2024-04-04 18:30:00,Liverpool,Sheffield United,3,1,2.51772,0.720948,True
2024-04-04 19:15:00,Chelsea,Manchester United,4,3,3.48048,1.56686,True
2024-04-06 11:30:00,Crystal Palace,Manchester City,2,4,1.49472,2.26381,True
2024-04-06 14:00:00,Aston Villa,Brentford,3,3,1.16333,1.42064,True
2024-04-06 14:00:00,Everton,Burnley,1,0,0.659844,0.34699,True
2024-04-06 14:00:00,Fulham,Newcastle United,0,1,0.834564,1.18012,True
2024-04-06 14:00:00,Luton,Bournemouth,2,1,1.30478,0.616108,True
2024-04-06 14:00:00,Wolverhampton Wanderers,West Ham,1,2,1.78341,1.14133,True
2024-04-06 16:30:00,Brighton,Arsenal,0,3,0.428514,4.16518,True
2024-04-07 14:30:00,Manchester United,Liverpool,2,2,0.814509,4.43457,True
2024-04-07 16:30:00,Sheffield United,Chelsea,2,2,1.74265,0.521789,True
2024-04-07 19:00:00,Tottenham,Nottingham Forest,3,1,1.61978,2.00122,True
2024-04-13 11:30:00,Newcastle United,Tottenham,4,0,3.1483,0.737596,True
2024-04-13 14:00:00,Brentford,Sheffield United,2,0,1.09071,0.834498,True
2024-04-13 14:00:00,Burnley,Brighton,1,1,1.8522,0.889445,True
2024-04-13 14:00:00,Manchester City,Luton,5,1,4.64245,0.809775,True
2024-04-13 14:00:00,Nottingham Forest,Wolverhampton Wanderers,2,2,1.76244,1.45688,True
2024-04-13 16:30:00,Bournemouth,Manchester United,2,2,2.38519,1.52274,True
2024-04-14 13:00:00,Liverpool,Crystal Palace,0,1,3.04497,2.12879,True
2024-04-14 13:00:00,West Ham,Fulham,0,2,1.45307,3.61413,True
2024-04-14 15:30:00,Arsenal,Aston Villa,0,2,1.89003,0.929049,True
2024-04-15 19:00:00,Chelsea,Everton,6,0,3.37093,1.21791,True
2024-04-20 14:00:00,Luton,Brentford,1,5,0.497799,3.7809,True
2024-04-20 14:00:00,Sheffield United,Burnley,1,4,1.97816,2.42338,True
2024-04-20 18:30:00,Wolverhampton Wanderers,Arsenal,0,2,0.164516,1.66179,True
2024-04-21 12:30:00,Everton,Nottingham Forest,2,0,0.473233,1.18916,True
2024-04-21 14:00:00,Aston Villa,Bournemouth,3,1,2.62687,2.05211,True
2024-04-21 14:00:00,Crystal Palace,West Ham,5,2,3.7185,1.34536,True
2024-04-21 15:30:00,Fulham,Liverpool,1,3,0.83885,1.02445,True
2024-04-23 19:00:00,Arsenal,Chelsea,5,0,3.45858,1.60343,True
2024-04-24 18:45:00,Wolverhampton Wanderers,Bournemouth,0,1,0.484454,2.40311,True
2024-04-24 19:00:00,Crystal Palace,Newcastle United,2,0,1.43661,0.55129,True
